genome_id,metagenome_id,genome_length,num_contigs,n50,num_16s,num_5s,num_23s,num_trna,completeness,contamination,quality_score,mimag_quality,otu_id,ecosystem,ecosystem_category,ecosystem_type,habitat,longitude,latitude
3300025762_65,3300025762,1244247,189,7234,0,0,0,27,77.35,0,77.35,MQ,OTU-14514,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Fervidobacteriaceae;g__Fervidobacterium;s__UBA8196,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025762_67,3300025762,1088009,98,12916,1,0,1,27,55.55,0.91,51,MQ,OTU-477,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__49-20;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025762_42,3300025762,1867022,50,67400,0,0,0,34,87.13,1.43,79.98,MQ,OTU-16494,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__DMER64;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025762_43,3300025762,1764097,29,143058,0,3,2,44,91.03,1.28,84.63,MQ,OTU-17806,d__Bacteria;p__Firmicutes_G;c__SHA-98;o__DTUO25;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025762_40,3300025762,1546800,200,9218,2,0,0,34,77.08,2.05,66.83,MQ,OTU-1620,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Petrotogales;f__Petrotogaceae;g__UBA5851;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025762_48,3300025762,1715430,38,124314,1,1,0,35,78.57,1.79,69.62,MQ,OTU-15920,d__Bacteria;p__Caldisericota;c__Caldisericia;o__;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025714_2,3300025714,6070429,80,126112,1,0,0,48,98.86,3.41,81.81,MQ,OTU-15779,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SG8-4;f__SG8-4;g__PLanc-01;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025714_6,3300025714,5000733,270,27963,1,1,1,46,89.86,4.08,69.46,MQ,OTU-12629,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025714_11,3300025714,3302719,205,25032,1,1,1,43,85.76,3.5,68.26,MQ,OTU-17163,d__Bacteria;p__Myxococcota;c__UBA9042;o__;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025714_13,3300025714,2979506,61,102704,0,1,0,39,82.26,1.08,76.86,MQ,OTU-6216,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__6E;s__GCA_002304925.1,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025714_14,3300025714,2933822,111,56591,2,2,3,50,95.48,3.87,76.13,HQ,OTU-8208,d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__UBA1062;f__UBA1062;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025714_30,3300025714,1872425,202,10639,0,1,0,25,69.44,1.9,59.94,MQ,OTU-15758,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__BBW3;g__UBA1064;s__GCA_002316235.1,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025714_31,3300025714,1865604,32,121666,1,0,0,45,94.64,0,94.64,MQ,OTU-15920,d__Bacteria;p__Caldisericota;c__Caldisericia;o__;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025714_34,3300025714,1729892,248,8054,0,0,0,21,73.9,2.52,61.3,MQ,OTU-9629,d__Bacteria;p__Desulfobacterota_B;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025714_55,3300025714,926424,32,46982,1,1,1,53,80.74,1.69,72.29,MQ,OTU-8146,d__Bacteria;p__Patescibacteria;c__ABY1;o__Komeilibacterales;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025714_63,3300025714,830769,60,19689,1,1,1,46,61.24,0,61.24,MQ,OTU-16210,d__Bacteria;p__Patescibacteria;c__ABY1;o__Buchananbacterales;f__2-01-FULL-39-33;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025714_21,3300025714,2823382,158,35628,0,1,0,35,87.41,1.22,81.31,MQ,OTU-17386,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025714_22,3300025714,2595529,299,11078,0,0,0,39,87.74,0.81,83.69,MQ,OTU-9913,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__UBA1181;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025714_25,3300025714,2337827,112,30612,1,0,1,40,90.05,1.9,80.55,MQ,OTU-17558,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__TTA-H9;g__TTA-H9;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025714_27,3300025714,2305611,132,31615,1,1,1,45,90.66,1.1,85.16,HQ,OTU-13037,d__Bacteria;p__Fermentibacterota;c__Fermentibacteria;o__Fermentibacterales;f__Fermentibacteraceae;g__Fermentibacter;s__Fermentibacter daniensis,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025714_42,3300025714,1207044,248,4913,0,0,0,20,52.07,0,52.07,MQ,OTU-3294,d__Bacteria;p__Thermotogota;c__Thermotogae;o__;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025714_46,3300025714,1197768,183,7241,0,0,0,25,67.28,2.93,52.63,MQ,OTU-13897,d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__Cloacimonas;s__Cloacimonas acidaminovorans,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025714_9,3300025714,3747830,185,30739,1,1,1,46,95.27,4.39,73.32,HQ,OTU-13920,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA8199;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025714_82,3300025714,512832,56,11180,1,1,1,37,76.85,1.72,68.25,MQ,OTU-15380,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__Vogelbacteraceae;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025748_90,3300025748,588050,90,7196,0,1,1,29,52.43,0.34,50.73,MQ,OTU-15388,d__Bacteria;p__Patescibacteria;c__WWE3;o__UBA101185;f__UBA10185;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025748_9,3300025748,3787642,176,31401,1,0,0,43,97.97,4.05,77.72,MQ,OTU-13920,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA8199;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025748_16,3300025748,3060946,307,12966,1,0,0,35,69.74,2.1,59.24,MQ,OTU-7999,d__Bacteria;p__Myxococcota;c__UBA9042;o__;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025748_62,3300025748,1173546,172,7570,1,2,1,33,67.08,2.94,52.38,MQ,OTU-8132,d__Bacteria;p__Firmicutes_G;c__SHA-98;o__DTUO25;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025748_66,3300025748,907436,28,49407,0,1,1,36,80.74,0,80.74,MQ,OTU-8146,d__Bacteria;p__Patescibacteria;c__ABY1;o__Komeilibacterales;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025748_67,3300025748,924519,51,30028,1,1,1,46,67.62,0.74,63.92,MQ,OTU-16210,d__Bacteria;p__Patescibacteria;c__ABY1;o__Buchananbacterales;f__2-01-FULL-39-33;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025748_69,3300025748,698192,59,18945,0,1,0,23,59.47,0.47,57.12,MQ,OTU-2315,d__Archaea;p__Nanoarchaeota;c__Woesearchaeia;o__Pacearchaeales;f__GW2011-AR1;g__GW2011-AR1;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025748_49,3300025748,1465545,208,7866,1,0,1,39,76.25,1.16,70.45,MQ,OTU-7514,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025748_47,3300025748,1378273,264,5247,0,0,0,22,61.02,0.46,58.72,MQ,OTU-3294,d__Bacteria;p__Thermotogota;c__Thermotogae;o__UBA12178;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025748_42,3300025748,1664075,279,6054,1,0,0,13,55.44,0.64,52.24,MQ,OTU-6568,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Acidovorax_B;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025748_6,3300025748,4046094,319,17573,2,1,1,43,75.68,4.73,52.03,MQ,OTU-12629,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025748_28,3300025748,2404855,214,17121,0,0,0,31,81.38,2.15,70.63,MQ,OTU-17386,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025748_24,3300025748,2647674,258,12567,0,1,0,33,80.35,0.06,80.05,MQ,OTU-9051,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025748_25,3300025748,2630904,191,19835,2,2,0,26,91.9,4.52,69.3,MQ,OTU-15758,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__BBW3;g__UBA1064;s__GCA_002316235.1,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025748_26,3300025748,2495766,96,39746,0,1,1,42,95.16,2.15,84.41,MQ,OTU-17558,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__TTA-H9;g__TTA-H9;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025748_21,3300025748,2823298,152,29129,1,1,1,44,93.28,4.84,69.08,HQ,OTU-7779,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__4484-276;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025748_22,3300025748,2741476,61,87681,0,1,0,38,79.57,1.08,74.17,MQ,OTU-6216,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__6E;s__GCA_002304925.1,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025748_23,3300025748,2689912,95,71009,1,1,1,41,92.26,3.23,76.11,HQ,OTU-8208,d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__UBA1062;f__UBA1062;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025748_34,3300025748,1912394,331,5918,1,1,1,22,55.08,0.81,51.03,MQ,OTU-6215,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Dermatophilaceae;g__GCA-2748155;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025748_39,3300025748,1772531,30,136251,1,3,1,45,92.31,1.28,85.91,HQ,OTU-17806,d__Bacteria;p__Firmicutes_G;c__SHA-98;o__DTUO25;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025748_38,3300025748,1742400,185,12598,0,1,1,14,76.65,1.05,71.4,MQ,OTU-17807,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025748_80,3300025748,681348,23,56895,1,1,1,41,66.34,1.32,59.74,MQ,OTU-16626,d__Bacteria;p__Patescibacteria;c__ABY1;o__Falkowbacterales;f__UBA917;g__UBA1359;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025748_11,3300025748,3500124,61,94590,0,0,0,40,83.19,2.52,70.59,MQ,OTU-17165,d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__UBA1062;f__UBA1062;g__UBA1062;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025748_10,3300025748,3570426,311,15359,2,1,2,46,93.92,4.48,71.52,HQ,OTU-12309,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025748_56,3300025748,1286185,175,8702,0,1,0,31,79.82,0,79.82,MQ,OTU-14514,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Fervidobacteriaceae;g__Fervidobacterium;s__UBA8196,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025748_33,3300025748,1945326,226,11255,0,1,0,25,66.98,2.26,55.68,MQ,OTU-9629,d__Bacteria;p__Desulfobacterota_B;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025748_32,3300025748,2027141,43,135131,1,0,0,49,96.43,3.57,78.58,MQ,OTU-15920,d__Bacteria;p__Caldisericota;c__Caldisericia;o__;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025748_31,3300025748,2250174,113,38445,1,1,1,41,89.56,1.1,84.06,MQ,OTU-13037,d__Bacteria;p__Fermentibacterota;c__Fermentibacteria;o__Fermentibacterales;f__Fermentibacteraceae;g__Fermentibacter;s__Fermentibacter daniensis,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025748_15,3300025748,3389544,165,37721,1,1,2,43,81.54,1.94,71.84,MQ,OTU-17163,d__Bacteria;p__Myxococcota;c__UBA9042;o__;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025748_19,3300025748,2901358,296,12877,0,2,1,33,89.97,4.6,66.97,MQ,OTU-2470,d__Bacteria;p__Spirochaetota;c__UBA4802;o__;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-75.22,39.88
3300025871_84,3300025871,548090,64,10073,1,1,1,29,59.9,0,59.9,MQ,OTU-17496,d__Bacteria;p__Patescibacteria;c__Berkelbacteria;o__UBA1384;f__UBA1384;g__UBA1384;s__GCA_002305395.1,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.63,40.12
3300025871_81,3300025871,567750,81,8026,0,0,1,28,56.13,0,56.13,MQ,OTU-16210,d__Bacteria;p__Patescibacteria;c__ABY1;o__Buchananbacterales;f__2-01-FULL-39-33;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.63,40.12
3300025871_80,3300025871,576774,67,13731,1,1,1,26,60.53,1.75,51.78,MQ,OTU-9450,d__Bacteria;p__Patescibacteria;c__ABY1;o__XYB2-FULL-38-15;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.63,40.12
3300025871_88,3300025871,536715,14,67694,2,1,1,40,57.84,0,57.84,MQ,OTU-296,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Portnoybacterales;f__RBG-13-40-8-A;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.63,40.12
3300025871_14,3300025871,3356908,197,23252,1,0,0,38,87.59,2.59,74.64,MQ,OTU-13920,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA8199;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.63,40.12
3300025871_9,3300025871,3910594,472,9732,0,0,0,33,80.94,2.81,66.89,MQ,OTU-2484,d__Bacteria;p__Lindowbacteria;c__;o__;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.63,40.12
3300025871_1,3300025871,7593464,723,13802,0,1,1,37,92.05,1.1,86.55,MQ,OTU-5546,d__Bacteria;p__Hydrogenedentota;c__Hydrogenedentia;o__Hydrogenedentiales;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.63,40.12
3300025871_4,3300025871,5562561,146,65993,1,1,1,45,94.44,1.1,88.94,MQ,OTU-2678,d__Bacteria;p__KSB1;c__UBA2214;o__UBA2214;f__UBA2214;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.63,40.12
3300025871_21,3300025871,2692375,438,6790,1,0,0,25,56.52,0.06,56.22,MQ,OTU-7884,d__Bacteria;p__KSB1;c__UBA2214;o__UBA2214;f__UBA2214;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.63,40.12
3300025871_24,3300025871,2588908,247,13917,0,3,0,45,93.22,3.16,77.42,MQ,OTU-8879,d__Bacteria;p__Thermotogota;c__Thermotogae;o__;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.63,40.12
3300025871_26,3300025871,2536471,91,49970,0,1,0,40,94.35,2.69,80.9,MQ,OTU-17558,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__TTA-H9;g__TTA-H9;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.63,40.12
3300025871_29,3300025871,2369488,258,10692,1,0,0,32,87.85,1.61,79.8,MQ,OTU-6216,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__6E;s__GCA_002304925.1,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.63,40.12
3300025871_28,3300025871,2464144,36,114930,0,1,1,31,92.74,0,92.74,MQ,OTU-15840,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Methylophilaceae;g__Methylotenera;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.63,40.12
3300025871_49,3300025871,1249315,160,8895,0,0,0,33,69.23,3.66,50.93,MQ,OTU-13897,d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__Cloacimonas;s__Cloacimonas acidaminovorans,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.63,40.12
3300025871_43,3300025871,1493089,259,6397,0,1,0,19,74.35,0.77,70.5,MQ,OTU-3294,d__Bacteria;p__Thermotogota;c__Thermotogae;o__;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.63,40.12
3300025871_46,3300025871,1414077,136,13320,0,2,1,30,72.4,1.92,62.8,MQ,OTU-17806,d__Bacteria;p__Firmicutes_G;c__SHA-98;o__DTUO25;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.63,40.12
3300025871_67,3300025871,881439,8,192296,0,1,0,23,52,0,52,MQ,OTU-11421,d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-698;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.63,40.12
3300025871_60,3300025871,987109,83,16407,0,0,0,39,65.64,1.98,55.74,MQ,OTU-15336,d__Bacteria;p__Patescibacteria;c__ABY1;o__Uhrbacterales;f__2-12-FULL-60-25;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.63,40.12
3300025871_11,3300025871,3829222,182,27919,0,1,1,36,84.55,4.09,64.1,MQ,OTU-7759,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.63,40.12
3300025871_17,3300025871,2981063,49,107919,2,1,1,47,96.13,4.19,75.18,HQ,OTU-7525,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2192;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.63,40.12
3300025871_37,3300025871,1906798,224,11501,0,0,0,33,87.9,3.55,70.15,MQ,OTU-12756,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__GCA_002418825.1,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.63,40.12
3300025871_35,3300025871,2101886,113,28942,1,0,1,41,91.76,2.75,78.01,MQ,OTU-13037,d__Bacteria;p__Fermentibacterota;c__Fermentibacteria;o__Fermentibacterales;f__Fermentibacteraceae;g__Fermentibacter;s__Fermentibacter daniensis,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.63,40.12
3300025871_55,3300025871,1000308,194,5175,0,1,0,21,52.51,0,52.51,MQ,OTU-1620,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Petrotogales;f__Petrotogaceae;g__UBA5851;s__GCA_002431635.1,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.63,40.12
3300025706_45,3300025706,1156333,73,26868,0,0,0,23,84.39,2.28,72.99,MQ,OTU-5331,d__Bacteria;p__Omnitrophota;c__koll11;o__UBA6215;f__UBA6215;g__UBA6215;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-88.15,40.3
3300025706_46,3300025706,1152456,17,96576,1,0,1,44,63.24,0,63.24,MQ,OTU-11393,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__UBA5738;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-88.15,40.3
3300025706_15,3300025706,3253429,13,488668,1,1,1,47,93.85,2.56,81.05,HQ,OTU-12006,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-88.15,40.3
3300025706_13,3300025706,3673788,140,43010,0,0,0,42,96.76,1.08,91.36,MQ,OTU-15348,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-88.15,40.3
3300025706_19,3300025706,2947194,357,9740,0,0,0,28,67.89,1.15,62.14,MQ,OTU-15343,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA12059;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-88.15,40.3
3300025706_18,3300025706,2929865,372,9344,1,0,0,30,67.15,0.65,63.9,MQ,OTU-7626,d__Bacteria;p__Desulfobacterota_B;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-88.15,40.3
3300025706_17,3300025706,3137240,68,78192,1,2,1,42,93.64,1.68,85.24,HQ,OTU-1926,d__Bacteria;p__UBP6;c__UBA1177;o__UBA1177;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-88.15,40.3
3300025706_16,3300025706,3201692,405,9171,0,0,0,31,62.53,2.1,52.03,MQ,OTU-17184,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Rubrivivax;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-88.15,40.3
3300025706_33,3300025706,1649868,251,7216,1,0,0,25,66.7,0.76,62.9,MQ,OTU-14709,d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-88.15,40.3
3300025706_36,3300025706,1566652,253,6839,0,1,1,49,67.19,1.08,61.79,MQ,OTU-14712,d__Bacteria;p__Omnitrophota;c__koll11;o__UBA10015;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-88.15,40.3
3300025706_39,3300025706,1348870,195,8179,0,1,1,30,65.53,1.08,60.13,MQ,OTU-14713,d__Bacteria;p__Omnitrophota;c__Omnitrophia;o__Omnitrophales;f__UBA2337;g__XYB12-FULL-50-7;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-88.15,40.3
3300025706_52,3300025706,760594,5,278878,1,1,1,44,83.46,0,83.46,MQ,OTU-14034,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__GWC2-37-73;g__UBA1362;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-88.15,40.3
3300025706_10,3300025706,3974960,191,45651,1,1,0,40,85.04,1.09,79.59,MQ,OTU-15351,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__UBA2383;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-88.15,40.3
3300025706_2,3300025706,7340434,36,379405,1,1,1,49,92.45,4.35,70.7,HQ,OTU-10508,d__Bacteria;p__Myxococcota;c__XYA12-FULL-58-9;o__;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-88.15,40.3
3300025706_5,3300025706,5901349,68,165332,1,1,1,45,97.97,4.43,75.82,HQ,OTU-10605,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA8199;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-88.15,40.3
3300025706_4,3300025706,6437788,70,139914,1,1,1,49,98.86,3.41,81.81,HQ,OTU-7882,d__Bacteria;p__Planctomycetota;c__Brocadiae;o__SM23-32;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-88.15,40.3
3300025706_83,3300025706,2158878,1,2158878,1,1,1,29,62.07,0,62.07,MQ,OTU-1347,d__Bacteria;p__UBP1;c__PRR-12;o__LZORAL124-64-63;f__LZORAL124-64-63;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-88.15,40.3
3300025706_22,3300025706,2612833,92,58262,1,1,2,43,92.47,0.54,89.77,HQ,OTU-105,d__Bacteria;p__Omnitrophota;c__Omnitrophia;o__Omnitrophales;f__UBA2337;g__XYB12-FULL-50-7;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-88.15,40.3
