locus_tag,ftype,length_bp,gene,EC_number,COG,product,bin
IPFNOHKJ_00080,CDS,594,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300009540_24
MOKMHMPD_01649,CDS,2604,cphA,6.3.2.29,,Cyanophycin synthetase,3300023187_6
BKLNAMDA_00927,CDS,1386,cphA,6.3.2.29,,Cyanophycin synthetase,3300012956_52
HNADLCKG_01638,CDS,1215,cphA_1,6.3.2.29,,Cyanophycin synthetase,3300025902_14
HNADLCKG_02333,CDS,2223,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300025902_14
KPCKBIFO_01720,CDS,1812,cphA,6.3.2.29,,Cyanophycin synthetase,3300025706_16
LDBEEDPK_01934,CDS,2172,cphA_1,6.3.2.29,,Cyanophycin synthetase,3300025587_8
LDBEEDPK_01935,CDS,2592,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300025587_8
LDIGCEDO_01906,CDS,2664,cphA_1,6.3.2.29,COG0769,Cyanophycin synthetase,3300026302_11
LDIGCEDO_01907,CDS,2298,cphA_2,6.3.2.29,COG0769,Cyanophycin synthetase,3300026302_11
