locus_tag,ftype,length_bp,gene,EC_number,COG,product,bin
MBECJGJC_00783,CDS,723,rsuA,5.4.99.19,COG1187,Ribosomal small subunit pseudouridine synthase A,UW4-IA
MBECJGJC_00784,CDS,915,oxyR,,,Hydrogen peroxide-inducible genes activator,UW4-IA
MBECJGJC_00785,CDS,2589,topB,5.6.2.1,,DNA topoisomerase 3,UW4-IA
MBECJGJC_00786,CDS,450,smg,,,Protein Smg,UW4-IA
MBECJGJC_00787,CDS,1092,,,,hypothetical protein,UW4-IA
MBECJGJC_00788,CDS,1140,,,,hypothetical protein,UW4-IA
MBECJGJC_00789,CDS,504,def1,3.5.1.88,,Peptide deformylase 1,UW4-IA
MBECJGJC_00790,CDS,936,fmt,2.1.2.9,COG0223,Methionyl-tRNA formyltransferase,UW4-IA
MBECJGJC_00791,CDS,849,htpX_1,3.4.24.-,COG0501,Protease HtpX ,UW4-IA
MBECJGJC_00792,CDS,999,,,,hypothetical protein,UW4-IA
MBECJGJC_00793,CDS,936,fieF_2,,COG0053,Ferrous-iron efflux pump FieF,UW4-IA
MBECJGJC_00794,CDS,1074,,,,hypothetical protein,UW4-IA
MBECJGJC_00795,CDS,1314,mtaD_1,3.5.4.28,COG0402,5-methylthioadenosine/S-adenosylhomocysteine deaminase,UW4-IA
MBECJGJC_00796,CDS,657,ompA_1,,,Outer membrane protein A,UW4-IA
MBECJGJC_00797,CDS,756,cobB,2.3.1.286,COG0846,NAD-dependent protein deacylase,UW4-IA
MBECJGJC_00798,CDS,3432,mfd,3.6.4.-,COG1197,Transcription-repair-coupling factor,UW4-IA
MBECJGJC_00799,CDS,1074,aroF,2.5.1.54,COG0722,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive",UW4-IA
MBECJGJC_00800,CDS,1731,,,COG0659,putative sulfate transporter,UW4-IA
MBECJGJC_00801,CDS,978,,,,hypothetical protein,UW4-IA
MBECJGJC_00802,CDS,1590,pntA,7.1.1.1,COG3288,NAD(P) transhydrogenase subunit alpha,UW4-IA
MBECJGJC_00803,CDS,1416,pntB,7.1.1.1,COG1282,NAD(P) transhydrogenase subunit beta,UW4-IA
MBECJGJC_00804,CDS,462,,,,hypothetical protein,UW4-IA
MBECJGJC_00805,CDS,1122,,,,Deoxyguanosinetriphosphate triphosphohydrolase-like protein,UW4-IA
MBECJGJC_00806,CDS,1089,aroB,4.2.3.4,COG0337,3-dehydroquinate synthase,UW4-IA
MBECJGJC_00807,CDS,537,aroK,2.7.1.71,COG0703,Shikimate kinase 1,UW4-IA
MBECJGJC_00808,CDS,1365,pilQ,,,Type IV pilus biogenesis and competence protein PilQ,UW4-IA
MBECJGJC_00809,CDS,816,,,,hypothetical protein,UW4-IA
MBECJGJC_00810,CDS,369,,,,hypothetical protein,UW4-IA
MBECJGJC_00811,CDS,966,thrB,2.7.1.39,COG2334,Homoserine kinase,UW4-IA
MBECJGJC_00812,CDS,738,,,,hypothetical protein,UW4-IA
MBECJGJC_00813,CDS,783,,,,hypothetical protein,UW4-IA
MBECJGJC_00814,CDS,675,nadD,2.7.7.18,COG1057,putative nicotinate-nucleotide adenylyltransferase,UW4-IA
MBECJGJC_00815,CDS,384,rsfS,,COG0799,Ribosomal silencing factor RsfS,UW4-IA
MBECJGJC_00816,CDS,471,rlmH,2.1.1.177,COG1576,Ribosomal RNA large subunit methyltransferase H,UW4-IA
MBECJGJC_00817,CDS,624,yhdE,3.6.1.9,COG0424,dTTP/UTP pyrophosphatase,UW4-IA
MBECJGJC_00818,CDS,663,qseB_1,,,Transcriptional regulatory protein QseB,UW4-IA
MBECJGJC_00819,CDS,1392,qseC_1,2.7.13.3,,Sensor protein QseC,UW4-IA
MBECJGJC_00820,CDS,1299,ubiB_2,2.7.-.-,COG0661,putative protein kinase UbiB,UW4-IA
MBECJGJC_00821,CDS,648,,,,hypothetical protein,UW4-IA
MBECJGJC_00822,CDS,609,,,,hypothetical protein,UW4-IA
MBECJGJC_00823,CDS,552,resA_1,,,Thiol-disulfide oxidoreductase ResA,UW4-IA
MBECJGJC_00824,CDS,492,aroQ,4.2.1.10,,3-dehydroquinate dehydratase,UW4-IA
MBECJGJC_00825,CDS,456,accB_2,,COG0511,Biotin carboxyl carrier protein of acetyl-CoA carboxylase,UW4-IA
MBECJGJC_00826,CDS,1365,accC,6.3.4.14,COG0439,Biotin carboxylase,UW4-IA
MBECJGJC_00827,CDS,891,prmA,2.1.1.-,COG2264,Ribosomal protein L11 methyltransferase,UW4-IA
MBECJGJC_00828,CDS,1125,,,,hypothetical protein,UW4-IA
MBECJGJC_00829,CDS,936,adoK,2.7.1.20,COG0524,Adenosine kinase,UW4-IA
MBECJGJC_00830,CDS,399,,,,hypothetical protein,UW4-IA
MBECJGJC_00831,CDS,1461,,,,hypothetical protein,UW4-IA
MBECJGJC_00832,CDS,723,,,,hypothetical protein,UW4-IA
MBECJGJC_00833,CDS,768,,5.4.99.-,COG1187,putative RNA pseudouridine synthase,UW4-IA
MBECJGJC_00834,CDS,606,,,,hypothetical protein,UW4-IA
MBECJGJC_00835,CDS,561,,,,hypothetical protein,UW4-IA
MBECJGJC_00836,CDS,1962,,,,hypothetical protein,UW4-IA
MBECJGJC_00837,CDS,2583,cphA_1,6.3.2.29,,Cyanophycin synthetase,UW4-IA
MBECJGJC_00838,CDS,1884,cphA_2,6.3.2.29,,Cyanophycin synthetase,UW4-IA
MBECJGJC_00839,CDS,444,trmB_1,2.1.1.33,COG0220,tRNA (guanine-N(7)-)-methyltransferase,UW4-IA
MBECJGJC_00840,CDS,525,,,,hypothetical protein,UW4-IA
MBECJGJC_00841,CDS,1143,,,,hypothetical protein,UW4-IA
MBECJGJC_00842,CDS,1254,hemW,,COG0635,Heme chaperone HemW,UW4-IA
MBECJGJC_00843,CDS,588,,3.6.1.66,COG0127,dITP/XTP pyrophosphatase,UW4-IA
MBECJGJC_00844,CDS,717,rph,2.7.7.56,,Ribonuclease PH,UW4-IA
MBECJGJC_00845,CDS,921,,,,hypothetical protein,UW4-IA
MBECJGJC_00846,CDS,951,pknD_4,2.7.11.1,,Serine/threonine-protein kinase PknD,UW4-IA
MBECJGJC_00847,CDS,867,,,,hypothetical protein,UW4-IA
MBECJGJC_00848,CDS,396,,,,hypothetical protein,UW4-IA
MBECJGJC_00849,CDS,225,,,,hypothetical protein,UW4-IA
MBECJGJC_00850,CDS,360,,,,hypothetical protein,UW4-IA
MBECJGJC_00851,CDS,642,gmk,2.7.4.8,COG0194,Guanylate kinase,UW4-IA
MBECJGJC_00852,CDS,207,rpoZ,2.7.7.6,,DNA-directed RNA polymerase subunit omega,UW4-IA
MBECJGJC_00853,CDS,240,,,,hypothetical protein,UW4-IA
MBECJGJC_00854,CDS,1539,,2.1.1.72,COG0286,putative type I restriction enzymeP M protein,UW4-IA
MBECJGJC_00855,CDS,786,,,,hypothetical protein,UW4-IA
MBECJGJC_00856,CDS,1170,,,COG3177,putative protein,UW4-IA
MBECJGJC_00857,CDS,3480,,,,hypothetical protein,UW4-IA
MBECJGJC_00858,CDS,309,,,,hypothetical protein,UW4-IA
MBECJGJC_00859,CDS,261,,,,hypothetical protein,UW4-IA
MBECJGJC_00860,CDS,624,thadh,4.3.1.16,,L-threo-3-hydroxyaspartate ammonia-lyase,UW4-IA
MBECJGJC_00861,CDS,1263,cysS_2,6.1.1.16,COG0215,Cysteine--tRNA ligase,UW4-IA
MBECJGJC_00862,CDS,1269,nadE,6.3.5.1,,Glutamine-dependent NAD(+) synthetase,UW4-IA
MBECJGJC_00863,CDS,549,ppa_2,3.6.1.1,COG0221,Inorganic pyrophosphatase,UW4-IA
MBECJGJC_00864,CDS,876,menH_2,4.2.99.20,,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",UW4-IA
MBECJGJC_00865,CDS,2337,egtB_2,1.14.99.50,,Hercynine oxygenase,UW4-IA
MBECJGJC_00866,CDS,1533,,,,hypothetical protein,UW4-IA
MBECJGJC_00867,CDS,153,,,,hypothetical protein,UW4-IA
MBECJGJC_00868,CDS,1080,hybB,,COG5557,putative Ni/Fe-hydrogenase 2 b-type cytochrome subunit,UW4-IA
MBECJGJC_00869,CDS,1152,fdnH,,COG0437,"Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit",UW4-IA
MBECJGJC_00870,CDS,1194,hybO,1.12.99.6,COG1740,Hydrogenase-2 small chain,UW4-IA
MBECJGJC_00871,CDS,1596,sasA_12,2.7.-.-,,Adaptive-response sensory-kinase SasA,UW4-IA
MBECJGJC_00872,CDS,1401,fumC,4.2.1.2,COG0114,Fumarate hydratase class II,UW4-IA
MBECJGJC_00873,CDS,2625,,,,hypothetical protein,UW4-IA
MBECJGJC_00874,CDS,552,echA8_2,4.2.1.17,COG1024,putative enoyl-CoA hydratase echA8,UW4-IA
MBECJGJC_00875,CDS,1563,hycE,,COG3261,Formate hydrogenlyase subunit 5,UW4-IA
MBECJGJC_00876,CDS,1329,ndhB_1,7.1.1.-,,"NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic",UW4-IA
MBECJGJC_00877,CDS,660,,,,hypothetical protein,UW4-IA
MBECJGJC_00878,CDS,948,hycD,,COG0650,Formate hydrogenlyase subunit 4,UW4-IA
MBECJGJC_00879,CDS,2049,hyfB,1.-.-.-,COG0651,Hydrogenase-4 component B,UW4-IA
MBECJGJC_00880,CDS,294,yccX,3.6.1.7,COG1254,Acylphosphatase,UW4-IA
MBECJGJC_00881,CDS,2298,pbpC,,COG4953,Penicillin-binding protein 1C,UW4-IA
MBECJGJC_00882,CDS,1920,pglF,4.2.1.135,COG1086,UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase,UW4-IA
MBECJGJC_00883,CDS,957,gnu,5.1.3.26,COG0451,"N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 4-epimerase",UW4-IA
MBECJGJC_00884,CDS,1140,mshA_3,2.4.1.250,,D-inositol-3-phosphate glycosyltransferase,UW4-IA
MBECJGJC_00885,CDS,1107,mshA_4,2.4.1.250,,D-inositol-3-phosphate glycosyltransferase,UW4-IA
MBECJGJC_00886,CDS,1686,,,,hypothetical protein,UW4-IA
MBECJGJC_00887,CDS,2052,,,,hypothetical protein,UW4-IA
MBECJGJC_00888,CDS,957,,,,hypothetical protein,UW4-IA
MBECJGJC_00889,CDS,1179,btuD_1,7.6.2.8,,Vitamin B12 import ATP-binding protein BtuD,UW4-IA
MBECJGJC_00890,CDS,900,,,,hypothetical protein,UW4-IA
MBECJGJC_00891,CDS,1410,mshA_5,2.4.1.250,,D-inositol-3-phosphate glycosyltransferase,UW4-IA
MBECJGJC_00892,CDS,930,,,,hypothetical protein,UW4-IA
MBECJGJC_00893,CDS,1731,,,,hypothetical protein,UW4-IA
MBECJGJC_00894,CDS,753,,,,hypothetical protein,UW4-IA
MBECJGJC_00895,CDS,672,epsM,2.3.1.-,COG0110,Putative acetyltransferase EpsM,UW4-IA
MBECJGJC_00896,CDS,1122,rfbE_1,2.6.1.102,COG0399,GDP-perosamine synthase,UW4-IA
MBECJGJC_00897,CDS,1224,,,,hypothetical protein,UW4-IA
MBECJGJC_00898,CDS,561,rfbC,5.1.3.13,COG1898,"dTDP-4-dehydrorhamnose 3,5-epimerase",UW4-IA
MBECJGJC_00899,CDS,1101,rfbG,4.2.1.45,COG0451,"CDP-glucose 4,6-dehydratase",UW4-IA
MBECJGJC_00900,CDS,771,rfbF,2.7.7.33,COG1208,Glucose-1-phosphate cytidylyltransferase,UW4-IA
MBECJGJC_00901,CDS,987,gmd_1,4.2.1.47,COG1089,"GDP-mannose 4,6-dehydratase",UW4-IA
MBECJGJC_00902,CDS,1083,gmd_2,4.2.1.47,COG1089,"GDP-mannose 4,6-dehydratase",UW4-IA
MBECJGJC_00903,CDS,1947,dxs_1,2.2.1.7,,1-deoxy-D-xylulose-5-phosphate synthase,UW4-IA
MBECJGJC_00904,CDS,756,neuA,2.7.7.82,COG1083,"CMP-N,N'-diacetyllegionaminic acid synthase",UW4-IA
MBECJGJC_00905,CDS,1467,aldHT,1.2.1.5,,"Aldehyde dehydrogenase, thermostable",UW4-IA
MBECJGJC_00906,CDS,813,bacC,1.1.1.385,,Dihydroanticapsin 7-dehydrogenase,UW4-IA
MBECJGJC_00907,CDS,525,kdsC,3.1.3.45,COG1778,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC,UW4-IA
MBECJGJC_00908,CDS,1035,legI,2.5.1.101,COG2089,"N,N'-diacetyllegionaminic acid synthase",UW4-IA
MBECJGJC_00909,CDS,564,gumD,2.7.8.31,COG2148,UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase,UW4-IA
MBECJGJC_00910,CDS,777,,,,hypothetical protein,UW4-IA
MBECJGJC_00911,CDS,1542,,,,hypothetical protein,UW4-IA
MBECJGJC_00912,CDS,612,udk,2.7.1.48,COG0572,Uridine kinase,UW4-IA
MBECJGJC_00913,CDS,1512,qacA,,COG0477,Antiseptic resistance protein,UW4-IA
MBECJGJC_00914,CDS,567,,,,hypothetical protein,UW4-IA
MBECJGJC_00915,CDS,759,,,,hypothetical protein,UW4-IA
MBECJGJC_00916,CDS,3621,recD2_1,3.6.4.12,,ATP-dependent RecD-like DNA helicase,UW4-IA
MBECJGJC_00917,CDS,303,,,,hypothetical protein,UW4-IA
MBECJGJC_00918,CDS,261,mtnK,2.7.1.100,,Methylthioribose kinase,UW4-IA
MBECJGJC_00919,CDS,1089,,,,hypothetical protein,UW4-IA
MBECJGJC_00920,CDS,489,lrp_2,,COG1522,Leucine-responsive regulatory protein,UW4-IA
MBECJGJC_00921,CDS,1107,btuD_2,7.6.2.8,,Vitamin B12 import ATP-binding protein BtuD,UW4-IA
MBECJGJC_00922,CDS,672,modB,,COG4149,Molybdenum transport system permease protein ModB,UW4-IA
MBECJGJC_00923,CDS,765,modA,,COG0725,Molybdate-binding protein ModA,UW4-IA
MBECJGJC_00924,CDS,219,,,,hypothetical protein,UW4-IA
MBECJGJC_00925,CDS,957,hprA,1.1.1.29,COG1052,Glycerate dehydrogenase,UW4-IA
MBECJGJC_00926,CDS,720,bauC,1.2.1.-,COG1012,Putative 3-oxopropanoate dehydrogenase,UW4-IA
MBECJGJC_00927,CDS,780,xynR,,COG1414,HTH-type transcriptional regulator XynR,UW4-IA
MBECJGJC_00928,CDS,864,,,,hypothetical protein,UW4-IA
MBECJGJC_00929,CDS,579,ruvC,3.1.22.4,COG0817,Crossover junction endodeoxyribonuclease RuvC,UW4-IA
MBECJGJC_00930,CDS,576,ruvA,3.6.4.12,COG0632,Holliday junction ATP-dependent DNA helicase RuvA,UW4-IA
MBECJGJC_00931,CDS,1089,ydiK_1,,COG0628,Putative transport protein YdiK,UW4-IA
MBECJGJC_00932,CDS,282,dacA,2.7.7.85,,Diadenylate cyclase,UW4-IA
MBECJGJC_00933,CDS,1128,mdtA_1,,,Multidrug resistance protein MdtA,UW4-IA
MBECJGJC_00934,CDS,279,,,,hypothetical protein,UW4-IA
MBECJGJC_00935,CDS,585,,,,hypothetical protein,UW4-IA
MBECJGJC_00936,CDS,318,ppnP,2.4.2.2,COG3123,Pyrimidine/purine nucleoside phosphorylase,UW4-IA
MBECJGJC_00937,CDS,210,,,,hypothetical protein,UW4-IA
MBECJGJC_00938,CDS,1230,argG,6.3.4.5,COG0137,Argininosuccinate synthase,UW4-IA
MBECJGJC_00939,CDS,936,argF,2.1.3.3,COG0078,"Ornithine carbamoyltransferase, anabolic",UW4-IA
MBECJGJC_00940,CDS,1173,argD,2.6.1.11,COG4992,Acetylornithine aminotransferase,UW4-IA
MBECJGJC_00941,CDS,675,,,,hypothetical protein,UW4-IA
MBECJGJC_00942,CDS,234,,,,hypothetical protein,UW4-IA
MBECJGJC_00943,CDS,1374,clpB,,COG0542,Chaperone protein ClpB,UW4-IA
MBECJGJC_00944,CDS,834,fabI_1,1.3.1.9,COG0623,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,UW4-IA
MBECJGJC_00945,CDS,1011,,,,Zinc-type alcohol dehydrogenase-like protein,UW4-IA
MBECJGJC_00946,CDS,291,,,,hypothetical protein,UW4-IA
MBECJGJC_00947,CDS,897,dmlR_3,,,HTH-type transcriptional regulator DmlR,UW4-IA
MBECJGJC_00948,CDS,1464,,,,hypothetical protein,UW4-IA
MBECJGJC_00949,CDS,978,,,,hypothetical protein,UW4-IA
MBECJGJC_00950,CDS,435,trxC,1.8.1.8,COG0526,Thioredoxin 2,UW4-IA
MBECJGJC_00951,CDS,1893,,,,hypothetical protein,UW4-IA
MBECJGJC_00952,CDS,1233,acrE_1,,,Multidrug export protein AcrE,UW4-IA
MBECJGJC_00953,CDS,2835,rne,3.1.26.12,,Ribonuclease E,UW4-IA
MBECJGJC_00954,CDS,993,rluC,5.4.99.24,COG0564,Ribosomal large subunit pseudouridine synthase C,UW4-IA
MBECJGJC_00955,CDS,657,,,COG0546,putative protein,UW4-IA
MBECJGJC_00956,CDS,360,,,,hypothetical protein,UW4-IA
MBECJGJC_00957,CDS,957,,,,hypothetical protein,UW4-IA
MBECJGJC_00958,CDS,711,rsmI_1,2.1.1.198,COG0313,Ribosomal RNA small subunit methyltransferase I,UW4-IA
MBECJGJC_00959,CDS,516,yceF,3.6.1.-,COG0424,7-methyl-GTP pyrophosphatase,UW4-IA
MBECJGJC_00960,CDS,1023,pdxA,1.1.1.262,COG1995,4-hydroxythreonine-4-phosphate dehydrogenase,UW4-IA
MBECJGJC_00961,CDS,1308,surA,5.2.1.8,COG0760,Chaperone SurA,UW4-IA
MBECJGJC_00962,CDS,2982,lptD,,,LPS-assembly protein LptD,UW4-IA
MBECJGJC_00963,CDS,1032,amgK,2.7.1.221,COG3178,N-acetylmuramate/N-acetylglucosamine kinase,UW4-IA
MBECJGJC_00964,CDS,693,murU,2.7.7.99,COG1208,N-acetylmuramate alpha-1-phosphate uridylyltransferase,UW4-IA
MBECJGJC_00965,CDS,1308,pepP,3.4.11.9,COG0006,Xaa-Pro aminopeptidase,UW4-IA
MBECJGJC_00966,CDS,315,,,,hypothetical protein,UW4-IA
MBECJGJC_00967,CDS,2337,bepE_1,,,Efflux pump membrane transporter BepE,UW4-IA
MBECJGJC_00968,CDS,1443,oprM_1,,COG1538,Outer membrane protein OprM,UW4-IA
MBECJGJC_00969,CDS,879,,2.7.4.1,,Polyphosphate:ADP phosphotransferase 3,UW4-IA
MBECJGJC_00970,CDS,1029,,,,hypothetical protein,UW4-IA
MBECJGJC_00971,CDS,630,,,,hypothetical protein,UW4-IA
MBECJGJC_00972,CDS,1413,yflS,,COG0471,Putative malate transporter YflS,UW4-IA
MBECJGJC_00973,CDS,906,gltI_1,,COG0834,Glutamate/aspartate import solute-binding protein,UW4-IA
MBECJGJC_00974,CDS,297,glnQ_1,,,Glutamine transport ATP-binding protein GlnQ,UW4-IA
MBECJGJC_00975,CDS,915,,,,hypothetical protein,UW4-IA
MBECJGJC_00976,CDS,480,,,,hypothetical protein,UW4-IA
MBECJGJC_00977,CDS,1311,rlmD,2.1.1.190,COG2265,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,UW4-IA
MBECJGJC_00978,CDS,1041,,,,hypothetical protein,UW4-IA
MBECJGJC_00979,CDS,1362,,,,hypothetical protein,UW4-IA
MBECJGJC_00980,CDS,3057,mdtB,,,Multidrug resistance protein MdtB,UW4-IA
MBECJGJC_00981,CDS,945,,,,hypothetical protein,UW4-IA
MBECJGJC_00982,CDS,5787,,,,hypothetical protein,UW4-IA
MBECJGJC_00983,CDS,948,,,,hypothetical protein,UW4-IA
MBECJGJC_00984,CDS,1179,secA_3,,COG0653,Protein translocase subunit SecA,UW4-IA
MBECJGJC_00985,CDS,1785,argS,6.1.1.19,,Arginine--tRNA ligase,UW4-IA
MBECJGJC_00986,CDS,756,ftsN,,,Cell division protein FtsN,UW4-IA
MBECJGJC_00987,CDS,648,dsbA,,,Thiol:disulfide interchange protein DsbA,UW4-IA
MBECJGJC_00988,CDS,801,,1.-.-.-,COG1028,putative oxidoreductase,UW4-IA
MBECJGJC_00989,CDS,1137,,,,hypothetical protein,UW4-IA
MBECJGJC_00990,CDS,1848,,,,hypothetical protein,UW4-IA
MBECJGJC_00991,CDS,1560,,,,hypothetical protein,UW4-IA
MBECJGJC_00992,CDS,1425,,,,hypothetical protein,UW4-IA
MBECJGJC_00993,CDS,990,,,,hypothetical protein,UW4-IA
MBECJGJC_00994,CDS,732,,,,hypothetical protein,UW4-IA
MBECJGJC_00995,CDS,315,,,,hypothetical protein,UW4-IA
MBECJGJC_00996,CDS,2358,nosZ,1.7.2.4,,Nitrous-oxide reductase,UW4-IA
MBECJGJC_00997,CDS,468,,,,hypothetical protein,UW4-IA
MBECJGJC_00998,CDS,630,,,,hypothetical protein,UW4-IA
MBECJGJC_00999,CDS,486,,,,hypothetical protein,UW4-IA
MBECJGJC_01000,CDS,171,,,,hypothetical protein,UW4-IA
MBECJGJC_01001,tRNA,76,,,,tRNA-Thr(cgt),UW4-IA
MBECJGJC_01002,CDS,1353,amiC,3.5.1.28,COG0860,N-acetylmuramoyl-L-alanine amidase AmiC,UW4-IA
MBECJGJC_01003,CDS,1515,queG,1.17.99.6,,Epoxyqueuosine reductase,UW4-IA
MBECJGJC_01004,CDS,1641,,1.5.5.1,COG0644,Electron transfer flavoprotein-ubiquinone oxidoreductase,UW4-IA
MBECJGJC_01005,tRNA,77,,,,tRNA-Pro(tgg),UW4-IA
MBECJGJC_01006,tRNA,77,,,,tRNA-Arg(tct),UW4-IA
MBECJGJC_01007,tRNA,76,,,,tRNA-His(gtg),UW4-IA
MBECJGJC_01008,CDS,213,,,,hypothetical protein,UW4-IA
MBECJGJC_01009,CDS,2130,,,,hypothetical protein,UW4-IA
MBECJGJC_01010,CDS,264,,,,hypothetical protein,UW4-IA
MBECJGJC_01011,CDS,300,,,,hypothetical protein,UW4-IA
MBECJGJC_01012,CDS,357,,,,hypothetical protein,UW4-IA
MBECJGJC_01013,CDS,408,,,,hypothetical protein,UW4-IA
MBECJGJC_01014,CDS,339,,,,hypothetical protein,UW4-IA
MBECJGJC_01015,CDS,327,,,,hypothetical protein,UW4-IA
MBECJGJC_01016,CDS,1248,,,,hypothetical protein,UW4-IA
MBECJGJC_01017,CDS,1782,,,,hypothetical protein,UW4-IA
MBECJGJC_01018,CDS,1506,,,,hypothetical protein,UW4-IA
MBECJGJC_01019,CDS,453,,,,hypothetical protein,UW4-IA
MBECJGJC_01020,CDS,591,,,,hypothetical protein,UW4-IA
MBECJGJC_01021,CDS,330,,,,hypothetical protein,UW4-IA
MBECJGJC_01022,CDS,303,,,,hypothetical protein,UW4-IA
MBECJGJC_01023,CDS,2274,,,,hypothetical protein,UW4-IA
MBECJGJC_01024,CDS,237,,,,hypothetical protein,UW4-IA
MBECJGJC_01025,CDS,1299,xerC_1,,,Tyrosine recombinase XerC,UW4-IA
MBECJGJC_01026,CDS,663,caiE,,,Carnitine operon protein CaiE,UW4-IA
MBECJGJC_01027,CDS,234,,,,hypothetical protein,UW4-IA
MBECJGJC_01028,CDS,1206,paaJ,2.3.1.174,COG0183,"3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase",UW4-IA
MBECJGJC_01029,CDS,723,,,,hypothetical protein,UW4-IA
MBECJGJC_01030,CDS,669,,,,hypothetical protein,UW4-IA
MBECJGJC_01031,CDS,1170,,,,hypothetical protein,UW4-IA
MBECJGJC_01032,CDS,1839,,,,hypothetical protein,UW4-IA
MBECJGJC_01033,CDS,1056,,,,hypothetical protein,UW4-IA
MBECJGJC_01034,CDS,855,psd,4.1.1.65,COG0688,Phosphatidylserine decarboxylase proenzyme,UW4-IA
MBECJGJC_01035,CDS,789,,,,hypothetical protein,UW4-IA
MBECJGJC_01036,CDS,561,,,,hypothetical protein,UW4-IA
MBECJGJC_01037,CDS,654,dgk,2.7.1.113,COG1428,Deoxyguanosine kinase,UW4-IA
MBECJGJC_01038,CDS,813,panB,2.1.2.11,,3-methyl-2-oxobutanoate hydroxymethyltransferase,UW4-IA
MBECJGJC_01039,CDS,846,panC,6.3.2.1,,Pantothenate synthetase,UW4-IA
MBECJGJC_01040,CDS,1515,,,COG1123,putative ABC transporter ATP-binding protein,UW4-IA
MBECJGJC_01041,CDS,1911,,,,hypothetical protein,UW4-IA
MBECJGJC_01042,tRNA,77,,,,tRNA-Asp(gtc),UW4-IA
MBECJGJC_01043,CDS,1440,,,,hypothetical protein,UW4-IA
MBECJGJC_01044,CDS,639,sspA_1,,COG0625,Stringent starvation protein A ,UW4-IA
MBECJGJC_01045,CDS,438,,,,hypothetical protein,UW4-IA
MBECJGJC_01046,CDS,681,,,,hypothetical protein,UW4-IA
MBECJGJC_01047,CDS,234,rpmB,,COG0227,50S ribosomal protein L28,UW4-IA
MBECJGJC_01048,CDS,156,rpmG,,COG0267,50S ribosomal protein L33,UW4-IA
MBECJGJC_01049,CDS,558,aroG,2.5.1.54,COG0722,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive",UW4-IA
MBECJGJC_01050,CDS,231,tas,,COG0667,Protein tas,UW4-IA
MBECJGJC_01051,CDS,438,,,,hypothetical protein,UW4-IA
MBECJGJC_01052,CDS,1338,,,,hypothetical protein,UW4-IA
MBECJGJC_01053,CDS,396,,,,hypothetical protein,UW4-IA
MBECJGJC_01054,CDS,1725,,3.6.3.-,COG1132,Putative multidrug export ATP-binding/permease protein,UW4-IA
MBECJGJC_01055,CDS,1611,nhaK,,COG0025,"Sodium, potassium, lithium and rubidium/H(+) antiporter",UW4-IA
MBECJGJC_01056,CDS,1419,hisC_1,2.6.1.9,,Histidinol-phosphate aminotransferase,UW4-IA
MBECJGJC_01057,CDS,360,,,,hypothetical protein,UW4-IA
MBECJGJC_01058,CDS,348,,,,hypothetical protein,UW4-IA
MBECJGJC_01059,CDS,1323,norR,,,Anaerobic nitric oxide reductase transcription regulator NorR,UW4-IA
MBECJGJC_01060,CDS,2289,,,,hypothetical protein,UW4-IA
MBECJGJC_01061,CDS,450,nsrR,,COG1959,HTH-type transcriptional repressor NsrR,UW4-IA
MBECJGJC_01062,CDS,2214,,,,hypothetical protein,UW4-IA
MBECJGJC_01063,CDS,333,,,,hypothetical protein,UW4-IA
MBECJGJC_01064,CDS,618,,,,hypothetical protein,UW4-IA
MBECJGJC_01065,CDS,504,yknY_1,3.6.3.-,COG1136,putative ABC transporter ATP-binding protein YknY,UW4-IA
MBECJGJC_01066,CDS,456,,,,hypothetical protein,UW4-IA
MBECJGJC_01067,CDS,1299,hpnE,1.17.8.1,COG2907,Hydroxysqualene dehydroxylase,UW4-IA
MBECJGJC_01068,CDS,834,crtB,2.5.1.32,,15-cis-phytoene synthase,UW4-IA
MBECJGJC_01069,CDS,810,hpnC,4.2.3.156,COG1562,Hydroxysqualene synthase,UW4-IA
MBECJGJC_01070,CDS,945,,3.1.3.97,COG0613,"3',5'-nucleoside bisphosphate phosphatase",UW4-IA
MBECJGJC_01071,CDS,627,yciO,,COG0009,putative protein YciO,UW4-IA
MBECJGJC_01072,CDS,666,,,,hypothetical protein,UW4-IA
MBECJGJC_01073,CDS,1203,,,,hypothetical protein,UW4-IA
MBECJGJC_01074,CDS,858,scpA,,COG1354,Segregation and condensation protein A,UW4-IA
MBECJGJC_01075,CDS,591,scpB,,COG1386,Segregation and condensation protein B ,UW4-IA
MBECJGJC_01076,CDS,696,,,,putative protein/MSMEI_1241,UW4-IA
MBECJGJC_01077,CDS,3537,,,,hypothetical protein,UW4-IA
MBECJGJC_01078,CDS,309,,,,hypothetical protein,UW4-IA
MBECJGJC_01079,CDS,201,,,,hypothetical protein,UW4-IA
