target_id	length	eff_length	est_counts	tpm
POCFKNDN_01498	900	754.75	463	22.2044
POCFKNDN_01499	786	640.75	540	30.5047
POCFKNDN_01500	996	850.75	394	16.7631
POCFKNDN_01501	861	715.75	640	32.3653
POCFKNDN_01502	792	646.75	301	16.8458
POCFKNDN_01503	111	15.067	249	598.182
POCFKNDN_01504	381	236.171	888	136.096
POCFKNDN_01505	987	841.75	4731	203.437
POCFKNDN_01506	738	592.75	574	35.0511
POCFKNDN_01507	1665	1519.75	8	0.190537
POCFKNDN_01508	372	227.264	98	15.6084
POCFKNDN_01509	666	520.75	485	33.7112
POCFKNDN_01510	294	150.956	9	2.15801
POCFKNDN_01511	585	439.75	249	20.4953
POCFKNDN_01512	462	316.819	20	2.28496
POCFKNDN_01513	234	95.2914	94	35.7055
POCFKNDN_01514	612	466.75	103	7.98756
POCFKNDN_01515	606	460.75	515	40.4579
POCFKNDN_01516	393	248.123	788	114.953
POCFKNDN_01517	819	673.75	89	4.78137
POCFKNDN_01518	723	577.75	70	4.3855
POCFKNDN_01519	2679	2533.75	232	3.31425
POCFKNDN_01520	1659	1513.75	266	6.36046
POCFKNDN_01521	918	772.75	150	7.02608
POCFKNDN_01522	1050	904.75	298	11.922
POCFKNDN_01523	2127	1981.75	841	15.3606
POCFKNDN_01524	204	70.2224	3	1.54635
POCFKNDN_01525	507	361.786	25	2.5012
POCFKNDN_01526	129	22.2787	4	6.49876
POCFKNDN_01527	174	47.9611	8	6.03757
POCFKNDN_01528	2016	1870.75	132	2.55399
POCFKNDN_01529	2841	2695.75	245	3.28963
POCFKNDN_01530	1668	1522.75	200	4.75404
POCFKNDN_01531	2163	2017.75	528	9.47169
POCFKNDN_01532	2406	2260.75	480	7.6851
POCFKNDN_01533	561	415.75	86	7.48734
POCFKNDN_01534	2043	1897.75	158	3.01356
POCFKNDN_01535	822	676.75	231	12.3551
POCFKNDN_01536	2655	2509.75	393	5.66791
POCFKNDN_01537	522	376.75	68	6.53306
POCFKNDN_01538	831	685.75	549	28.978
POCFKNDN_01539	654	508.75	256	18.2136
POCFKNDN_01540	972	826.75	468	20.4896
POCFKNDN_01541	76	9.072	429.5	1713.65
POCFKNDN_01542	978	832.75	52	2.26022
POCFKNDN_01543	309	165.331	10	2.18931
POCFKNDN_01544	345	200.584	26	4.69179
POCFKNDN_01545	234	95.2914	1291	490.381
POCFKNDN_01546	156	36.4112	1077.99	1071.62
POCFKNDN_01547	1080	934.75	2358	91.3081
POCFKNDN_01548	1119	973.75	691	25.6857
POCFKNDN_01549	147	31.1859	13.5395	15.7147
POCFKNDN_01550	1092	946.75	603	23.0538
POCFKNDN_01551	570	424.75	340	28.9739
POCFKNDN_01552	609	463.75	3537	276.066
POCFKNDN_01553	1014	868.75	3184	132.66
POCFKNDN_01554	77	8.82069	357.907	1468.69
POCFKNDN_01555	861	715.75	121	6.11907
POCFKNDN_01556	591	445.75	203	16.4841
POCFKNDN_01557	1755	1609.75	1933	43.4645
POCFKNDN_01558	789	643.75	117	6.57854
POCFKNDN_01559	1950	1804.75	2325	46.6302
POCFKNDN_01560	1467	1321.75	77	2.10864
POCFKNDN_01561	675	529.75	144.078	9.84437
POCFKNDN_01562	582	436.75	130	10.7739
POCFKNDN_01563	1254	1108.75	103	3.36252
POCFKNDN_01564	1116	970.75	999	37.2494
POCFKNDN_01565	1251	1105.75	2092	68.4803
POCFKNDN_01566	159	38.2573	309	292.352
POCFKNDN_01567	2580	2434.75	9669	143.744
POCFKNDN_01568	522	376.75	998	95.8823
POCFKNDN_01569	1263	1117.75	572	18.523
POCFKNDN_01570	903	757.75	1622	77.4794
POCFKNDN_01571	1101	955.75	363	13.7475
POCFKNDN_01572	1383	1237.75	162	4.73743
POCFKNDN_01573	408	263.047	423	58.206
POCFKNDN_01574	1503	1357.75	65	1.73282
POCFKNDN_01575	1500	1354.75	61	1.62979
POCFKNDN_01576	1551	1405.75	63	1.62216
POCFKNDN_01577	3195	3049.75	297	3.52495
POCFKNDN_01578	1473	1327.75	115	3.13504
POCFKNDN_01579	294	150.956	21	5.03535
POCFKNDN_01580	2043	1897.75	357	6.80911
POCFKNDN_01581	819	673.75	220	11.8191
POCFKNDN_01582	1002	856.75	922	38.9527
POCFKNDN_01583	315	171.23	3212	678.98
POCFKNDN_01584	588	442.75	399	32.6194
POCFKNDN_01585	1050	904.75	173	6.92116
POCFKNDN_01586	3390	3244.75	1807	20.1576
POCFKNDN_01587	1218	1072.75	52	1.75455
POCFKNDN_01588	618	472.75	55	4.21107
POCFKNDN_01589	552	406.75	86	7.65301
POCFKNDN_01590	522	376.75	147	14.1229
POCFKNDN_01591	684	538.75	168	11.2871
POCFKNDN_01592	123	19.5561	41	75.886
POCFKNDN_01593	642	496.75	22	1.60305
POCFKNDN_01594	822	676.75	655	35.0327
POCFKNDN_01595	573	427.75	147	12.4391
POCFKNDN_01596	1923	1777.75	1284	26.143
POCFKNDN_01597	870	724.75	382	19.0782
POCFKNDN_01598	126	20.8936	5	8.66197
POCFKNDN_01599	696	550.75	369	24.2512
POCFKNDN_01600	1584	1438.75	461	11.5978
POCFKNDN_01601	1095	949.75	109	4.15411
POCFKNDN_01602	963	817.75	1297	57.4091
POCFKNDN_01603	2238	2092.75	1959	33.8827
POCFKNDN_01604	1692	1546.75	271	6.34177
POCFKNDN_01605	474	328.819	235	25.8685
POCFKNDN_01606	1197	1051.75	233	8.01871
POCFKNDN_01607	633	487.75	101	7.49524
POCFKNDN_01608	1662	1516.75	237	5.65582
POCFKNDN_01609	1209	1063.75	235	7.99631
POCFKNDN_01610	789	643.75	850	47.7928
POCFKNDN_01611	525	379.75	999	95.2202
POCFKNDN_01612	615	469.75	49	3.77564
POCFKNDN_01613	2253	2107.75	860	14.7686
POCFKNDN_01614	1128	982.75	853	31.4172
POCFKNDN_01615	708	562.75	1234	79.3708
POCFKNDN_01616	582	436.75	1308	108.402
POCFKNDN_01617	723	577.75	131	8.20715
POCFKNDN_01618	1164	1018.75	379	13.4658
POCFKNDN_01619	849	703.75	1370	70.4634
POCFKNDN_01620	738	592.75	684	41.7682
POCFKNDN_01621	885	739.75	922	45.1136
POCFKNDN_01622	900	754.75	729	34.9611
POCFKNDN_01623	708	562.75	192	12.3494
POCFKNDN_01624	993	847.75	1731	73.9078
POCFKNDN_01625	888	742.75	376	18.3234
POCFKNDN_01626	1275	1129.75	1168	37.4215
POCFKNDN_01627	1125	979.75	826	30.5159
POCFKNDN_01628	825	679.75	364	19.3827
POCFKNDN_01629	237	97.8989	163	60.2658
POCFKNDN_01630	2748	2602.75	733	10.1937
POCFKNDN_01631	744	598.75	141	8.52383
POCFKNDN_01632	771	625.75	39	2.25593
POCFKNDN_01633	375	230.218	0	0
POCFKNDN_01634	615	469.75	0	0
POCFKNDN_01635	147	31.1859	0	0
POCFKNDN_01636	483	337.786	0	0
POCFKNDN_01637	1596	1450.75	0	0
POCFKNDN_01638	972	826.75	0	0
POCFKNDN_01639	318	174.16	0	0
POCFKNDN_01640	678	532.75	0	0
POCFKNDN_01641	366	221.33	0	0
POCFKNDN_01642	264	122.471	0	0
POCFKNDN_01643	441	295.88	0	0
POCFKNDN_01644	585	439.75	0	0
POCFKNDN_01645	1227	1081.75	0	0
POCFKNDN_01646	1848	1702.75	340	7.22752
POCFKNDN_01647	561	415.75	89	7.74852
POCFKNDN_01648	663	517.75	11	0.769013
POCFKNDN_01649	1110	964.75	130	4.87741
POCFKNDN_01650	549	403.75	11	0.986146
POCFKNDN_01651	819	673.75	29	1.55797
POCFKNDN_01652	699	553.75	277	18.1062
POCFKNDN_01653	483	337.786	51	5.46499
POCFKNDN_01654	405	260.047	231	32.153
POCFKNDN_01655	252	111.399	280	90.9786
POCFKNDN_01656	150	32.9463	879	965.701
POCFKNDN_01657	1233	1087.75	1042.45	34.6886
POCFKNDN_01658	384	239.171	234.552	35.4969
POCFKNDN_01659	693	547.75	454	30.0009
POCFKNDN_01660	1167	1021.75	196	6.94341
POCFKNDN_01661	1293	1147.75	140	4.41511
POCFKNDN_01662	816	670.75	173	9.33569
POCFKNDN_01663	744	598.75	140	8.46338
POCFKNDN_01664	396	251.098	55	7.9283
POCFKNDN_01665	981	835.75	126	5.45702
POCFKNDN_01666	948	802.75	1215	54.7844
POCFKNDN_01667	201	67.8527	69	36.808
POCFKNDN_01668	567	421.75	5054	433.752
POCFKNDN_01669	705	559.75	139	8.98839
POCFKNDN_01670	939	793.75	125	5.70016
POCFKNDN_01671	1608	1462.75	109	2.69723
POCFKNDN_01672	504	358.786	7	0.706193
POCFKNDN_01673	1416	1270.75	102	2.90537
POCFKNDN_01674	738	592.75	43	2.62578
POCFKNDN_01675	393	248.123	141	20.569
POCFKNDN_01676	1203	1057.75	231	7.90478
POCFKNDN_01677	1305	1159.75	183	5.71147
POCFKNDN_01678	1005	859.75	123.086	5.182
POCFKNDN_01679	372	227.264	1944.91	309.765
POCFKNDN_01680	507	361.786	2543	254.422
POCFKNDN_01681	1134	988.75	965	35.3266
POCFKNDN_01682	924	778.75	176	8.18042
POCFKNDN_01683	2610	2464.75	314	4.61124
POCFKNDN_01684	1716	1570.75	624	14.3793
POCFKNDN_01685	1041	895.75	828	33.4584
POCFKNDN_01686	432	286.938	1040	131.192
POCFKNDN_01687	1056	910.75	1856	73.7632
POCFKNDN_01688	1839	1693.75	2917	62.3373
POCFKNDN_01689	1836	1690.75	2003	42.8808
POCFKNDN_01690	1959	1813.75	1985	39.6136
POCFKNDN_01691	393	248.123	828	120.788
POCFKNDN_01692	774	628.75	214	12.3196
POCFKNDN_01693	756	610.75	386	22.8763
POCFKNDN_01694	537	391.75	500	46.1979
POCFKNDN_01695	2073	1927.75	1481	27.8077
POCFKNDN_01696	906	760.75	1176	55.9534
POCFKNDN_01697	1470	1324.75	55	1.50276
POCFKNDN_01698	843	697.75	416	21.5802
POCFKNDN_01699	2769	2623.75	661	9.11885
POCFKNDN_01700	438	292.909	76	9.39164
POCFKNDN_01701	483	337.786	125	13.3946
POCFKNDN_01702	2079	1933.75	1404.8	26.2951
POCFKNDN_01703	1203	1057.75	1356	46.4021
POCFKNDN_01704	1872	1726.75	1051	22.031
POCFKNDN_01705	210	75.0227	104	50.1766
POCFKNDN_01706	1032	886.75	275	11.2252
POCFKNDN_01707	753	607.75	493	29.3618
POCFKNDN_01708	852	706.75	469	24.0197
POCFKNDN_01709	321	177.16	68	13.8932
POCFKNDN_01710	729	583.75	149	9.23891
POCFKNDN_01711	1104	958.75	740	27.9375
POCFKNDN_01712	252	111.399	4213	1368.9
POCFKNDN_01713	1188	1042.75	700	24.2985
POCFKNDN_01714	1119	973.75	796	29.5888
POCFKNDN_01715	1020	874.75	374.501	15.4964
POCFKNDN_01716	900	754.75	25	1.19894
POCFKNDN_01717	729	583.75	10	0.620061
POCFKNDN_01718	867	721.75	40.6762	2.03993
POCFKNDN_01719	1302	1156.75	18.6923	0.584904
POCFKNDN_01720	915	769.75	29.8065	1.40159
POCFKNDN_01721	213	77.4001	47	21.9795
POCFKNDN_01722	990	844.75	254	10.8835
POCFKNDN_01723	666	520.75	288	20.0182
POCFKNDN_01724	1098	952.75	1552	58.9622
POCFKNDN_01725	693	547.75	416	27.4898
POCFKNDN_01726	396	251.098	751	108.257
POCFKNDN_01727	231	92.6068	154	60.192
POCFKNDN_01728	351	206.502	319	55.915
POCFKNDN_01729	609	463.75	709	55.338
POCFKNDN_01730	207	72.6536	136	67.7553
POCFKNDN_01731	2205	2059.75	1854	32.5804
POCFKNDN_01732	1236	1090.75	338	11.2164
POCFKNDN_01733	789	643.75	66	3.71097
POCFKNDN_01734	759	613.75	4136	243.922
POCFKNDN_01735	1788	1642.75	4095.79	90.2458
POCFKNDN_01736	747	601.75	7195	432.789
POCFKNDN_01737	1410	1264.75	617	17.658
POCFKNDN_01738	1185	1039.75	1060	36.901
POCFKNDN_01739	387	242.147	215.042	32.1444
POCFKNDN_01740	2277	2131.75	244.958	4.15926
POCFKNDN_01741	684	538.75	70	4.70297
POCFKNDN_01742	123	19.5561	0	0
POCFKNDN_01743	1422	1276.75	414	11.737
POCFKNDN_01744	720	574.75	179	11.2729
POCFKNDN_01745	5397	5251.75	14791	101.942
POCFKNDN_01746	489	343.786	2255	237.421
POCFKNDN_01747	1047	901.75	2549	102.316
POCFKNDN_01748	639	493.75	891	65.3178
POCFKNDN_01749	558	412.75	1127	98.8321
POCFKNDN_01750	462	316.819	1692	193.308
POCFKNDN_01751	648	502.75	13403	964.964
POCFKNDN_01752	924	778.75	1327	61.6785
POCFKNDN_01753	471	325.819	399	44.3258
POCFKNDN_01754	513	367.75	251	24.7049
POCFKNDN_01755	2829	2683.75	2488	33.5559
POCFKNDN_01756	924	778.75	914	42.4824
POCFKNDN_01757	2457	2311.75	484	7.57819
POCFKNDN_01758	258	116.873	131	40.5713
POCFKNDN_01759	1434	1288.75	2349	65.9744
POCFKNDN_01760	615	469.75	1193	91.9253
POCFKNDN_01761	195	63.3467	161	91.9948
POCFKNDN_01762	900	754.75	1560	74.814
POCFKNDN_01763	1419	1273.75	970	27.5644
POCFKNDN_01764	555	409.75	227	20.0525
POCFKNDN_01765	714	568.75	146	9.29165
POCFKNDN_01766	570	424.75	396	33.7461
POCFKNDN_01767	858	712.75	561	28.4896
POCFKNDN_01768	966	820.75	486	21.4332
POCFKNDN_01769	609	463.75	1719	134.169
POCFKNDN_01770	1368	1222.75	1598	47.3043
POCFKNDN_01771	330	185.834	69	13.4395
POCFKNDN_01772	1491	1345.75	345	9.27931
POCFKNDN_01773	3309	3163.75	172	1.96783
POCFKNDN_01774	1161	1015.75	95	3.38531
POCFKNDN_01775	822	676.75	98	5.24154
POCFKNDN_01776	2148	2002.75	334	6.03644
POCFKNDN_01777	1572	1426.75	254	6.44387
POCFKNDN_01778	4254	4108.75	394	3.47094
POCFKNDN_01779	1206	1060.75	88	3.00283
POCFKNDN_01780	1965	1819.75	497	9.88566
POCFKNDN_01781	3531	3385.75	530	5.66607
POCFKNDN_01782	282	139.479	509	132.09
POCFKNDN_01783	1149	1003.75	1844	66.4961
POCFKNDN_01784	2127	1981.75	1711	31.2509
POCFKNDN_01785	1677	1531.75	543	12.8314
POCFKNDN_01786	1236	1090.75	400	13.2738
POCFKNDN_01787	1008	862.75	330	13.8449
POCFKNDN_01788	1368	1222.75	374	11.0712
POCFKNDN_01789	1095	949.75	108	4.116
POCFKNDN_01790	675	529.75	131	8.95079
POCFKNDN_01791	786	640.75	135	7.62617
POCFKNDN_01792	426	280.967	5782	744.877
POCFKNDN_01793	2115	1969.75	6682	122.788
POCFKNDN_01794	270	128.09	7683.98	2171.37
POCFKNDN_01795	231	92.6068	95	37.1314
POCFKNDN_01796	846	700.75	288	14.8761
POCFKNDN_01797	87	9.76	238.75	885.431
POCFKNDN_01798	2172	2026.75	1588	28.3603
POCFKNDN_01799	2781	2635.75	707	9.70904
POCFKNDN_01800	435	289.909	676	84.4006
POCFKNDN_01801	945	799.75	893	40.4165
POCFKNDN_01802	1884	1738.75	2363	49.1912
POCFKNDN_01803	327	182.926	717	141.874
POCFKNDN_01804	1110	964.75	1056	39.6196
POCFKNDN_01805	2733	2587.75	16615	232.402
POCFKNDN_01806	1623	1477.75	7703	188.677
POCFKNDN_01807	1014	868.75	2185.45	91.0557
POCFKNDN_01808	1254	1108.75	2621	85.5647
POCFKNDN_01809	597	451.75	3073.11	246.23
POCFKNDN_01810	1056	910.75	1139	45.2674
POCFKNDN_01811	1044	898.75	733.279	29.5319
POCFKNDN_01812	1221	1075.75	477	16.0497
POCFKNDN_01813	1230	1084.75	874	29.1637
POCFKNDN_01814	1344	1198.75	1343	40.5516
POCFKNDN_01815	861	715.75	193	9.76016
POCFKNDN_01816	1443	1297.75	843	23.5124
POCFKNDN_01817	1671	1525.75	861	20.4259
POCFKNDN_01818	1182	1036.75	763	26.6386
POCFKNDN_01819	2019	1873.75	1298	25.074
POCFKNDN_01820	1002	856.75	1351	57.0772
POCFKNDN_01821	1755	1609.75	5056	113.687
POCFKNDN_01822	978	832.75	996.988	43.3348
POCFKNDN_01823	450	304.85	5775	685.688
POCFKNDN_01824	1005	859.75	545	22.9449
POCFKNDN_01825	696	550.75	363	23.8569
POCFKNDN_01826	906	760.75	71	3.37814
POCFKNDN_01827	1206	1060.75	196	6.68812
POCFKNDN_01828	468	322.819	225	25.2281
POCFKNDN_01829	894	748.75	572	27.6516
POCFKNDN_01830	1938	1792.75	389.689	7.86792
POCFKNDN_01831	1338	1192.75	86	2.60982
POCFKNDN_01832	528	382.75	61	5.76867
POCFKNDN_01833	1206	1060.75	76	2.59335
POCFKNDN_01834	252	111.399	30	9.74771
POCFKNDN_01835	456	310.819	36	4.19233
POCFKNDN_01836	1914	1768.75	167	3.41752
POCFKNDN_01837	1446	1300.75	600	16.6962
POCFKNDN_01838	1266	1120.75	1878	60.6524
POCFKNDN_01839	1428	1282.75	1518.98	42.8617
POCFKNDN_01840	456	310.819	882	102.712
POCFKNDN_01841	267	125.27	24	6.93468
POCFKNDN_01842	840	694.75	414	21.5691
POCFKNDN_01843	966	820.75	11	0.485113
POCFKNDN_01844	795	649.75	89	4.95798
POCFKNDN_01845	702	556.75	32	2.08042
POCFKNDN_01846	462	316.819	14	1.59947
POCFKNDN_01847	177	50.1477	1	0.721788
POCFKNDN_01848	522	376.75	10	0.960745
POCFKNDN_01849	1605	1459.75	53	1.31419
POCFKNDN_01850	555	409.75	34	3.00346
POCFKNDN_01851	183	54.3046	16	10.6646
POCFKNDN_01852	768	622.75	47	2.73178
POCFKNDN_01853	441	295.88	35	4.28167
POCFKNDN_01854	396	251.098	17	2.45057
POCFKNDN_01855	465	319.819	16	1.81082
POCFKNDN_01856	1095	949.75	130	4.95445
POCFKNDN_01857	483	337.786	600.266	64.3225
POCFKNDN_01858	390	245.123	10	1.47665
POCFKNDN_01859	252	111.399	6	1.94954
POCFKNDN_01860	279	136.675	12	3.178
POCFKNDN_01861	1914	1768.75	153	3.13102
POCFKNDN_01862	1251	1105.75	43	1.40758
POCFKNDN_01863	522	376.75	55	5.2841
POCFKNDN_01864	645	499.75	11	0.796711
POCFKNDN_01865	1245	1099.75	774	25.4746
POCFKNDN_01866	852	706.75	195	9.98688
POCFKNDN_01867	222	84.9787	118	50.2612
POCFKNDN_01868	846	700.75	362	18.6985
POCFKNDN_01869	1353	1207.75	611	18.3116
POCFKNDN_01870	4212	4066.75	478	4.25443
POCFKNDN_01871	1041	895.75	412	16.6484
POCFKNDN_01872	633	487.75	36.0002	2.67159
POCFKNDN_01873	1644	1498.75	84	2.02867
POCFKNDN_01874	321	177.16	100	20.4312
POCFKNDN_01875	1071	925.75	254	9.93119
POCFKNDN_01876	639	493.75	71	5.2049
POCFKNDN_01877	231	92.6068	20	7.81714
POCFKNDN_01878	234	95.2914	123	46.721
POCFKNDN_01879	267	125.27	32	9.24624
POCFKNDN_01880	843	697.75	162	8.40381
POCFKNDN_01881	240	100.579	25	8.99689
POCFKNDN_01882	408	263.047	76	10.4578
POCFKNDN_01883	2319	2173.75	207	3.44685
POCFKNDN_01884	1731	1585.75	179	4.08582
POCFKNDN_01885	384	239.171	71	10.7451
POCFKNDN_01886	1308	1162.75	1186	36.9198
POCFKNDN_01887	1077	931.75	21629	840.23
POCFKNDN_01888	3078	2932.75	209	2.57948
POCFKNDN_01889	1170	1024.75	77	2.71978
POCFKNDN_01890	324	180.035	108	21.7134
POCFKNDN_01891	1167	1021.75	60	2.12553
POCFKNDN_01892	1917	1771.75	474	9.6836
POCFKNDN_01893	73	9.61446	158.894	598.197
POCFKNDN_01894	702	556.75	456	29.646
POCFKNDN_01895	678	532.75	654	44.434
POCFKNDN_01896	702	556.75	1356	88.1578
POCFKNDN_01897	576	430.75	1276	107.223
POCFKNDN_01898	1062	916.75	1352	53.381
POCFKNDN_01899	1116	970.75	1063	39.6357
POCFKNDN_01900	690	544.75	281	18.6711
POCFKNDN_01901	1146	1000.75	487	17.6143
POCFKNDN_01902	1002	856.75	801	33.8407
POCFKNDN_01903	516	370.75	1254	122.427
POCFKNDN_01904	1914	1768.75	407	8.32893
POCFKNDN_01905	2145	1999.75	573	10.3715
POCFKNDN_01906	1347	1201.75	249	7.49974
POCFKNDN_01907	3444	3298.75	1133	12.432
POCFKNDN_01908	327	182.926	36	7.1234
POCFKNDN_01909	801	655.75	1151	63.5328
POCFKNDN_01910	369	224.264	684	110.397
POCFKNDN_01911	399	254.098	2372	337.889
POCFKNDN_01912	1203	1057.75	102	3.49042
POCFKNDN_01913	639	493.75	105	7.69739
POCFKNDN_01914	555	409.75	72	6.36026
POCFKNDN_01915	357	212.438	335	57.0785
POCFKNDN_01916	384	239.171	269	40.7103
POCFKNDN_01917	2052	1906.75	783	14.8638
POCFKNDN_01918	849	703.75	249	12.8068
POCFKNDN_01919	969	823.75	992	43.589
POCFKNDN_01920	3585	3439.75	135	1.42059
POCFKNDN_01921	3801	3655.75	67	0.663375
POCFKNDN_01922	2103	1957.75	60	1.10932
POCFKNDN_01923	1803	1657.75	1078	23.5375
POCFKNDN_01924	603	457.75	299	23.6431
POCFKNDN_01925	1920	1774.75	14579	297.339
POCFKNDN_01926	537	391.75	252	23.2837
POCFKNDN_01927	321	177.16	805	164.471
POCFKNDN_01928	123	19.5561	62	114.754
POCFKNDN_01929	210	75.0227	472	227.725
POCFKNDN_01930	831	685.75	62	3.27256
POCFKNDN_01931	888	742.75	106	5.16564
POCFKNDN_01932	645	499.75	58	4.20084
POCFKNDN_01933	76	9.072	394.027	1572.12
POCFKNDN_01934	390	245.123	347	51.2397
POCFKNDN_01935	195	63.3467	371	211.988
POCFKNDN_01936	342	197.644	515	94.316
POCFKNDN_01937	1902	1756.75	2788	57.4439
POCFKNDN_01938	528	382.75	5178	489.675
POCFKNDN_01939	324	180.035	1607	323.087
POCFKNDN_01940	396	251.098	7387	1064.84
POCFKNDN_01941	1212	1066.75	8167	277.116
POCFKNDN_01942	1158	1012.75	8634	308.582
POCFKNDN_01943	492	346.786	6743	703.805
POCFKNDN_01944	753	607.75	3461	206.128
POCFKNDN_01945	711	565.75	399	25.5276
POCFKNDN_01946	810	664.75	2564	139.611
POCFKNDN_01947	813	667.75	631	34.204
POCFKNDN_01948	1455	1309.75	255	7.04714
POCFKNDN_01949	603	457.75	58	4.58628
POCFKNDN_01950	633	487.75	1039	77.1045
POCFKNDN_01951	1437	1291.75	5638	157.982
POCFKNDN_01952	1260	1114.75	3848.82	124.972
POCFKNDN_01953	2841	2695.75	13115	176.096
POCFKNDN_01954	1296	1150.75	17201	541.046
POCFKNDN_01955	255	114.133	1422	450.973
POCFKNDN_01956	714	568.75	3022	192.324
POCFKNDN_01957	1785	1639.75	4733	104.477
POCFKNDN_01958	348	203.584	1207	214.598
POCFKNDN_01959	393	248.123	1661	242.306
POCFKNDN_01960	1134	988.75	49	1.79379
POCFKNDN_01961	531	385.75	5	0.469165
POCFKNDN_01962	597	451.75	1851	148.31
POCFKNDN_01963	249	108.705	13	4.32869
POCFKNDN_01964	258	116.873	14	4.33586
POCFKNDN_01965	1080	934.75	73	2.82676
POCFKNDN_01966	144	29.5635	33	40.4035
POCFKNDN_01967	1905	1759.75	193	3.96979
POCFKNDN_01968	1029	883.75	475	19.4547
POCFKNDN_01969	405	260.047	155	21.5745
POCFKNDN_01970	720	574.75	97	6.10877
POCFKNDN_01971	816	670.75	98	5.28843
POCFKNDN_01972	708	562.75	119	7.65407
POCFKNDN_01973	216	79.8069	165	74.8349
POCFKNDN_01974	378	233.195	111	17.2292
POCFKNDN_01975	804	658.75	40	2.19786
POCFKNDN_01976	2202	2056.75	73	1.2847
POCFKNDN_01977	249	108.705	59	19.6456
POCFKNDN_01978	459	313.819	437	50.4037
POCFKNDN_01979	735	589.75	146	8.96079
POCFKNDN_01980	1329	1183.75	61	1.86522
POCFKNDN_01981	2601	2455.75	922	13.5896
POCFKNDN_01982	459	313.819	2171	250.404
POCFKNDN_01983	276	133.771	5542	1499.57
POCFKNDN_01984	384	239.171	2864	433.436
POCFKNDN_01985	234	95.2914	426.943	162.173
POCFKNDN_01986	2610	2464.75	2476.87	36.374
POCFKNDN_01987	495	349.786	8	0.827843
POCFKNDN_01988	1419	1273.75	63	1.79027
POCFKNDN_01989	564	418.75	63	5.44562
POCFKNDN_01990	1395	1249.75	552	15.9874
POCFKNDN_01991	2607	2461.75	4971	73.0905
POCFKNDN_01992	426	280.967	712	91.7247
POCFKNDN_01993	1368	1222.75	1191	35.2562
POCFKNDN_01994	1047	901.75	376.681	15.1199
POCFKNDN_01995	468	322.819	202	22.6492
POCFKNDN_01996	411	266.047	24	3.26523
POCFKNDN_01997	489	343.786	43	4.52732
POCFKNDN_01998	1230	1084.75	232	7.7414
POCFKNDN_01999	822	676.75	240	12.8364
POCFKNDN_02000	921	775.75	733	34.2014
POCFKNDN_02001	1068	922.75	634	24.8695
POCFKNDN_02002	1281	1135.75	1326	42.2593
POCFKNDN_02003	2826	2680.75	3047	41.1412
POCFKNDN_02004	1359	1213.75	772	23.0223
POCFKNDN_02005	2100	1954.75	1061	19.6465
POCFKNDN_02006	1383	1237.75	990.977	28.9796
POCFKNDN_02007	2013	1867.75	1209	23.4298
POCFKNDN_02008	1977	1831.75	729.903	14.4231
POCFKNDN_02009	408	263.047	501	68.9391
POCFKNDN_02010	1794	1648.75	1230	27.003
POCFKNDN_02011	846	700.75	438	22.6241
POCFKNDN_02012	666	520.75	394	27.386
POCFKNDN_02013	933	787.75	1092	50.1759
POCFKNDN_02014	750	604.75	2137.98	127.964
POCFKNDN_02015	576	430.75	292	24.5368
POCFKNDN_02016	831	685.75	817	43.1238
POCFKNDN_02017	627	481.75	69	5.18428
POCFKNDN_02018	306	162.512	55	12.2501
POCFKNDN_02019	492	346.786	89	9.28943
POCFKNDN_02020	1704	1558.75	345	8.01131
POCFKNDN_02021	1179	1033.75	246	8.61352
POCFKNDN_02022	1029	883.75	47	1.92499
POCFKNDN_02023	1173	1027.75	103	3.62753
POCFKNDN_02024	1650	1504.75	282	6.78338
POCFKNDN_02025	1641	1495.75	226	5.46903
POCFKNDN_02026	849	703.75	163	8.3836
POCFKNDN_02027	288	145.149	105	26.1841
POCFKNDN_02028	828	682.75	111	5.88467
POCFKNDN_02029	1629	1483.75	428	10.441
POCFKNDN_02030	495	349.786	377	39.0121
POCFKNDN_02031	3084	2938.75	521	6.41706
POCFKNDN_02032	1182	1036.75	175	6.10977
POCFKNDN_02033	2544	2398.75	205	3.09336
POCFKNDN_02034	210	75.0227	69	33.2903
POCFKNDN_02035	273	130.945	8	2.21137
POCFKNDN_02036	1611	1465.75	217	5.35872
POCFKNDN_02037	2460	2314.75	56	0.875679
POCFKNDN_02038	333	188.741	0	0
POCFKNDN_02039	1203	1057.75	2.22267	0.0760596
POCFKNDN_02040	372	227.264	0	0
POCFKNDN_02041	216	79.8069	0	0
POCFKNDN_02042	1239	1093.75	707	23.3971
POCFKNDN_02043	339	194.683	1210.53	225.066
POCFKNDN_02044	285	142.322	24	6.10378
POCFKNDN_02045	285	142.322	6	1.52595
POCFKNDN_02046	1983	1837.75	18	0.354525
POCFKNDN_02047	312	168.264	1	0.215115
POCFKNDN_02048	1113	967.75	32	1.19687
POCFKNDN_02049	561	415.75	47	4.09192
POCFKNDN_02050	966	820.75	557	24.5644
POCFKNDN_02051	711	565.75	2302	147.279
POCFKNDN_02052	2550	2404.75	2157	32.4669
POCFKNDN_02053	618	472.75	167	12.7863
POCFKNDN_02054	77	8.82069	962.58	3949.98
POCFKNDN_02055	429	283.967	1059	134.986
POCFKNDN_02056	885	739.75	359	17.5659
POCFKNDN_02057	1470	1324.75	350	9.56302
POCFKNDN_02058	657	511.75	822	58.14
