locus_tag,ftype,length_bp,gene,EC_number,COG,product,bin
KBJAGEOF_03459,CDS,390,divK,,,Polar-differentiation response regulator DivK,Acc_IB
KBJAGEOF_03460,CDS,3540,rssB_5,,,Regulator of RpoS,Acc_IB
KBJAGEOF_03461,CDS,1182,degQ,3.4.21.107,COG0265,Periplasmic pH-dependent serine endoprotease DegQ,Acc_IB
KBJAGEOF_03462,CDS,747,ybgI,,COG0327,GTP cyclohydrolase 1 type 2 ,Acc_IB
KBJAGEOF_03463,CDS,693,,,,hypothetical protein,Acc_IB
KBJAGEOF_03464,CDS,636,,,,hypothetical protein,Acc_IB
KBJAGEOF_03465,CDS,615,ubiX,2.5.1.129,COG0163,Flavin prenyltransferase UbiX,Acc_IB
KBJAGEOF_03466,CDS,918,amiF,3.5.1.49,COG0388,Formamidase,Acc_IB
KBJAGEOF_03467,CDS,1356,,,,hypothetical protein,Acc_IB
KBJAGEOF_03468,CDS,1314,nplT,3.2.1.135,,Neopullulanase,Acc_IB
KBJAGEOF_03469,CDS,183,,,,hypothetical protein,Acc_IB
KBJAGEOF_03470,CDS,1587,,,,hypothetical protein,Acc_IB
KBJAGEOF_03471,CDS,795,aptA,2.2.1.-,COG3959,Apulose-4-phosphate transketolase subunit A,Acc_IB
KBJAGEOF_03472,CDS,912,dxs_2,2.2.1.7,,1-deoxy-D-xylulose-5-phosphate synthase,Acc_IB
KBJAGEOF_03473,CDS,1965,arnC_3,2.4.2.53,,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,Acc_IB
KBJAGEOF_03474,CDS,900,,,,hypothetical protein,Acc_IB
KBJAGEOF_03475,CDS,744,COQ3_6,2.1.1.222,,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial",Acc_IB
KBJAGEOF_03476,CDS,357,arnE_1,,,4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE,Acc_IB
KBJAGEOF_03477,CDS,327,arnE_2,,,4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE,Acc_IB
KBJAGEOF_03478,CDS,336,,,,hypothetical protein,Acc_IB
KBJAGEOF_03479,CDS,387,,,,hypothetical protein,Acc_IB
KBJAGEOF_03480,CDS,1704,,,,hypothetical protein,Acc_IB
KBJAGEOF_03481,CDS,297,,,,hypothetical protein,Acc_IB
KBJAGEOF_03482,CDS,777,cbiO,3.6.3.-,COG1122,Cobalt import ATP-binding protein CbiO,Acc_IB
KBJAGEOF_03483,CDS,810,ecfT,,COG0619,Energy-coupling factor transporter transmembrane protein EcfT,Acc_IB
KBJAGEOF_03484,CDS,1065,cbiM,,,Cobalt transport protein CbiM,Acc_IB
KBJAGEOF_03485,CDS,1335,,,,hypothetical protein,Acc_IB
KBJAGEOF_03486,CDS,966,,,,hypothetical protein,Acc_IB
KBJAGEOF_03487,CDS,1308,rlmD,2.1.1.190,COG2265,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,Acc_IB
KBJAGEOF_03488,CDS,480,,,,hypothetical protein,Acc_IB
KBJAGEOF_03489,CDS,1005,,,,hypothetical protein,Acc_IB
KBJAGEOF_03490,CDS,765,glnQ_1,,,Glutamine transport ATP-binding protein GlnQ,Acc_IB
KBJAGEOF_03491,CDS,759,yecS,,COG0765,L-cystine transport system permease protein YecS,Acc_IB
KBJAGEOF_03492,CDS,774,fliY_2,,COG0834,L-cystine-binding protein FliY,Acc_IB
KBJAGEOF_03493,CDS,2190,sasA_19,2.7.-.-,,Adaptive-response sensory-kinase SasA,Acc_IB
KBJAGEOF_03494,CDS,1515,,,,hypothetical protein,Acc_IB
KBJAGEOF_03495,CDS,2010,,,,hypothetical protein,Acc_IB
KBJAGEOF_03496,CDS,375,,,,hypothetical protein,Acc_IB
KBJAGEOF_03497,CDS,654,,,,hypothetical protein,Acc_IB
KBJAGEOF_03498,CDS,312,dmlR_5,,,HTH-type transcriptional regulator DmlR,Acc_IB
KBJAGEOF_03499,CDS,4101,rpoC,2.7.7.6,,DNA-directed RNA polymerase subunit beta',Acc_IB
KBJAGEOF_03500,CDS,378,rpsL,,COG0048,30S ribosomal protein S12,Acc_IB
KBJAGEOF_03501,CDS,471,rpsG,,COG0049,30S ribosomal protein S7,Acc_IB
KBJAGEOF_03502,CDS,2094,fusA_2,,COG0480,Elongation factor G,Acc_IB
KBJAGEOF_03503,CDS,1050,,,,hypothetical protein,Acc_IB
KBJAGEOF_03504,tRNA,77,,,,tRNA-Asp(gtc),Acc_IB
KBJAGEOF_03505,CDS,1764,,,,hypothetical protein,Acc_IB
KBJAGEOF_03506,CDS,2112,,,COG1123,putative ABC transporter ATP-binding protein,Acc_IB
KBJAGEOF_03507,CDS,1479,,,,hypothetical protein,Acc_IB
KBJAGEOF_03508,CDS,978,dppB,,COG0601,Dipeptide transport system permease protein DppB,Acc_IB
KBJAGEOF_03509,CDS,2193,,,,hypothetical protein,Acc_IB
KBJAGEOF_03510,CDS,447,mraZ,,COG2001,Transcriptional regulator MraZ,Acc_IB
KBJAGEOF_03511,CDS,693,rsmH_1,2.1.1.199,COG0275,Ribosomal RNA small subunit methyltransferase H,Acc_IB
KBJAGEOF_03512,CDS,270,rsmH_2,2.1.1.199,COG0275,Ribosomal RNA small subunit methyltransferase H,Acc_IB
KBJAGEOF_03513,CDS,279,ftsL,,,Cell division protein FtsL,Acc_IB
KBJAGEOF_03514,CDS,1749,penA,3.4.16.4,COG0768,"putative peptidoglycan D,D-transpeptidase PenA",Acc_IB
KBJAGEOF_03515,CDS,1494,murE,6.3.2.13,COG0769,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase",Acc_IB
KBJAGEOF_03516,CDS,1383,murF,6.3.2.10,COG0770,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,Acc_IB
KBJAGEOF_03517,CDS,1089,mraY,2.7.8.13,COG0472,Phospho-N-acetylmuramoyl-pentapeptide-transferase,Acc_IB
KBJAGEOF_03518,CDS,1368,murD,6.3.2.9,COG0771,UDP-N-acetylmuramoylalanine--D-glutamate ligase,Acc_IB
KBJAGEOF_03519,CDS,1161,ftsW,2.4.1.129,COG0772,putative peptidoglycan glycosyltransferase FtsW,Acc_IB
KBJAGEOF_03520,CDS,1089,murG,2.4.1.227,COG0707,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,Acc_IB
KBJAGEOF_03521,CDS,1389,murC,6.3.2.8,COG0773,UDP-N-acetylmuramate--L-alanine ligase,Acc_IB
KBJAGEOF_03522,CDS,936,ddl,6.3.2.4,,D-alanine--D-alanine ligase,Acc_IB
KBJAGEOF_03523,CDS,753,ftsQ,,COG1589,Cell division protein FtsQ,Acc_IB
KBJAGEOF_03524,CDS,1230,ftsA_2,,COG0849,Cell division protein FtsA,Acc_IB
KBJAGEOF_03525,CDS,1176,ftsZ,,COG0206,Cell division protein FtsZ,Acc_IB
KBJAGEOF_03526,CDS,930,lpxC,3.5.1.108,COG0774,UDP-3-O-acyl-N-acetylglucosamine deacetylase,Acc_IB
KBJAGEOF_03527,CDS,189,,,,hypothetical protein,Acc_IB
KBJAGEOF_03528,CDS,438,,,,hypothetical protein,Acc_IB
KBJAGEOF_03529,CDS,537,,,,hypothetical protein,Acc_IB
KBJAGEOF_03530,CDS,822,thyA,2.1.1.45,COG0207,Thymidylate synthase,Acc_IB
KBJAGEOF_03531,CDS,1530,,,,hypothetical protein,Acc_IB
KBJAGEOF_03532,CDS,630,mog,2.7.7.75,COG0521,Molybdopterin adenylyltransferase,Acc_IB
KBJAGEOF_03533,CDS,486,,,,hypothetical protein,Acc_IB
KBJAGEOF_03534,CDS,1407,pmbA,3.4.-.-,COG0312,Metalloprotease PmbA,Acc_IB
KBJAGEOF_03535,CDS,1080,takP,,COG4663,Alpha-keto acid-binding periplasmic protein TakP,Acc_IB
KBJAGEOF_03536,CDS,1518,,,,hypothetical protein,Acc_IB
KBJAGEOF_03537,CDS,588,,,,hypothetical protein,Acc_IB
KBJAGEOF_03538,CDS,3114,mdtC,,,Multidrug resistance protein MdtC,Acc_IB
KBJAGEOF_03539,CDS,1113,mdtA_4,,,Multidrug resistance protein MdtA,Acc_IB
KBJAGEOF_03540,CDS,699,kstR2_2,,,HTH-type transcriptional repressor KstR2,Acc_IB
KBJAGEOF_03541,CDS,1128,ydiK_3,,COG0628,Putative transport protein YdiK,Acc_IB
KBJAGEOF_03542,CDS,606,ribE,2.5.1.9,,Riboflavin synthase,Acc_IB
KBJAGEOF_03543,CDS,291,,,,hypothetical protein,Acc_IB
KBJAGEOF_03544,CDS,357,,,,hypothetical protein,Acc_IB
KBJAGEOF_03545,CDS,1098,,,,hypothetical protein,Acc_IB
KBJAGEOF_03546,CDS,1320,rlhA,,COG0826,23S rRNA 5-hydroxycytidine synthase,Acc_IB
KBJAGEOF_03547,CDS,1455,rng,3.1.26.-,COG1530,Ribonuclease G,Acc_IB
KBJAGEOF_03548,tRNA,77,,,,tRNA-Met(cat),Acc_IB
KBJAGEOF_03549,CDS,177,,,,hypothetical protein,Acc_IB
KBJAGEOF_03550,CDS,741,,,,hypothetical protein,Acc_IB
KBJAGEOF_03551,CDS,954,,,,hypothetical protein,Acc_IB
KBJAGEOF_03552,CDS,1242,xerC_4,,,Tyrosine recombinase XerC,Acc_IB
KBJAGEOF_03553,CDS,231,,,,hypothetical protein,Acc_IB
KBJAGEOF_03554,CDS,2487,,,,hypothetical protein,Acc_IB
KBJAGEOF_03555,CDS,258,,,,hypothetical protein,Acc_IB
KBJAGEOF_03556,CDS,510,,,,hypothetical protein,Acc_IB
KBJAGEOF_03557,CDS,840,bepA_4,3.4.-.-,,Beta-barrel assembly-enhancing protease,Acc_IB
KBJAGEOF_03558,CDS,1209,hcaT,,,putative 3-phenylpropionic acid transporter,Acc_IB
KBJAGEOF_03559,CDS,252,,,,hypothetical protein,Acc_IB
KBJAGEOF_03560,CDS,1116,aroC,4.2.3.5,,Chorismate synthase,Acc_IB
KBJAGEOF_03561,CDS,879,,,,IS1595 family transposase ISBsp7,Acc_IB
KBJAGEOF_03562,CDS,939,ada,,COG0350,Bifunctional transcriptional activator/DNA repair enzyme Ada,Acc_IB
KBJAGEOF_03563,CDS,1164,rssB_6,,,Regulator of RpoS,Acc_IB
KBJAGEOF_03564,CDS,1290,,3.1.4.-,COG2206,Cyclic di-GMP phosphodiesterase,Acc_IB
KBJAGEOF_03565,CDS,1320,,3.1.4.-,COG3437,putative cyclic di-GMP phosphodiesterase,Acc_IB
KBJAGEOF_03566,CDS,567,hupR1_1,,COG2204,Hydrogenase transcriptional regulatory protein hupR1,Acc_IB
KBJAGEOF_03567,CDS,1179,sasA_20,2.7.-.-,,Adaptive-response sensory-kinase SasA,Acc_IB
KBJAGEOF_03568,CDS,267,,,,hypothetical protein,Acc_IB
KBJAGEOF_03569,CDS,4197,sasA_21,2.7.-.-,,Adaptive-response sensory-kinase SasA,Acc_IB
KBJAGEOF_03570,CDS,369,cheY_2,,COG0784,Chemotaxis protein CheY,Acc_IB
KBJAGEOF_03571,CDS,612,,,,hypothetical protein,Acc_IB
KBJAGEOF_03572,CDS,1320,sasA_22,2.7.-.-,,Adaptive-response sensory-kinase SasA,Acc_IB
KBJAGEOF_03573,CDS,1506,,,,Bacteriohemerythrin,Acc_IB
KBJAGEOF_03574,tRNA,77,,,,tRNA-Pro(ggg),Acc_IB
KBJAGEOF_03575,CDS,378,,,,hypothetical protein,Acc_IB
KBJAGEOF_03576,CDS,303,ihfA,,COG0776,Integration host factor subunit alpha,Acc_IB
KBJAGEOF_03577,CDS,2376,pheT,6.1.1.20,COG0072,Phenylalanine--tRNA ligase beta subunit,Acc_IB
KBJAGEOF_03578,CDS,1047,pheS,6.1.1.20,COG0016,Phenylalanine--tRNA ligase alpha subunit,Acc_IB
KBJAGEOF_03579,CDS,360,rplT,,COG0292,50S ribosomal protein L20,Acc_IB
KBJAGEOF_03580,CDS,198,rpmI,,,50S ribosomal protein L35,Acc_IB
KBJAGEOF_03581,CDS,438,infC,,COG0290,Translation initiation factor IF-3,Acc_IB
KBJAGEOF_03582,CDS,1917,thrS,6.1.1.3,COG0441,Threonine--tRNA ligase,Acc_IB
KBJAGEOF_03583,CDS,1194,,,,hypothetical protein,Acc_IB
KBJAGEOF_03584,CDS,1089,,,,hypothetical protein,Acc_IB
KBJAGEOF_03585,CDS,798,menH_6,4.2.99.20,,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",Acc_IB
KBJAGEOF_03586,CDS,1611,arnT_2,2.4.2.43,,Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase,Acc_IB
KBJAGEOF_03587,CDS,918,btuF_2,,,Vitamin B12-binding protein,Acc_IB
KBJAGEOF_03588,CDS,906,btuF_3,,COG0614,Vitamin B12-binding protein,Acc_IB
KBJAGEOF_03589,CDS,1017,hisC_4,2.6.1.9,,Histidinol-phosphate aminotransferase,Acc_IB
KBJAGEOF_03590,CDS,957,cobD,,COG1270,Cobalamin biosynthesis protein CobD,Acc_IB
KBJAGEOF_03591,CDS,1521,cobQ,,,Cobyric acid synthase,Acc_IB
KBJAGEOF_03592,CDS,465,,,,Putative universal stress protein,Acc_IB
KBJAGEOF_03593,CDS,546,cobP,2.7.1.156,,Bifunctional adenosylcobalamin biosynthesis protein CobP,Acc_IB
KBJAGEOF_03594,CDS,1035,cobT,2.4.2.21,,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,Acc_IB
KBJAGEOF_03595,CDS,402,,,,hypothetical protein,Acc_IB
KBJAGEOF_03596,CDS,354,,,,hypothetical protein,Acc_IB
KBJAGEOF_03597,CDS,309,,,,hypothetical protein,Acc_IB
KBJAGEOF_03598,CDS,768,yycJ,3.-.-.-,COG1235,Putative metallo-hydrolase YycJ,Acc_IB
KBJAGEOF_03599,CDS,1152,,,COG3317,putative protein,Acc_IB
KBJAGEOF_03600,CDS,885,dapA,4.3.3.7,COG0329,4-hydroxy-tetrahydrodipicolinate synthase,Acc_IB
KBJAGEOF_03601,CDS,927,,3.5.1.-,COG0123,Histone deacetylase-like amidohydrolase,Acc_IB
KBJAGEOF_03602,CDS,927,,,,hypothetical protein,Acc_IB
KBJAGEOF_03603,CDS,975,,,,hypothetical protein,Acc_IB
KBJAGEOF_03604,CDS,1959,tgpA,2.3.2.13,COG1305,Protein-glutamine gamma-glutamyltransferase,Acc_IB
KBJAGEOF_03605,CDS,1077,mltB,4.2.2.-,COG2951,Membrane-bound lytic murein transglycosylase B,Acc_IB
KBJAGEOF_03606,CDS,978,rpoS_2,,,RNA polymerase sigma factor RpoS,Acc_IB
KBJAGEOF_03607,CDS,906,nlpD,,,Murein hydrolase activator NlpD,Acc_IB
KBJAGEOF_03608,CDS,633,pcm_3,2.1.1.77,COG2518,Protein-L-isoaspartate O-methyltransferase,Acc_IB
KBJAGEOF_03609,CDS,744,surE,3.1.3.5,COG0496,5'-nucleotidase SurE,Acc_IB
KBJAGEOF_03610,CDS,240,,,,hypothetical protein,Acc_IB
KBJAGEOF_03611,CDS,345,,,,hypothetical protein,Acc_IB
KBJAGEOF_03612,CDS,2301,,,,hypothetical protein,Acc_IB
KBJAGEOF_03613,CDS,411,,,,hypothetical protein,Acc_IB
KBJAGEOF_03614,CDS,1419,fliD,,COG1345,Flagellar hook-associated protein 2,Acc_IB
KBJAGEOF_03615,CDS,426,fliS,,COG1516,Flagellar secretion chaperone FliS,Acc_IB
KBJAGEOF_03616,CDS,294,,,,hypothetical protein,Acc_IB
KBJAGEOF_03617,CDS,1203,,,,hypothetical protein,Acc_IB
KBJAGEOF_03618,CDS,327,,,,hypothetical protein,Acc_IB
KBJAGEOF_03619,CDS,804,ycgR,,COG5581,Flagellar brake protein YcgR,Acc_IB
KBJAGEOF_03620,CDS,369,frdD,,COG3080,Fumarate reductase subunit D,Acc_IB
KBJAGEOF_03621,CDS,399,frdC,,COG3029,Fumarate reductase subunit C,Acc_IB
KBJAGEOF_03622,CDS,756,frdB,1.3.5.1,COG0479,Fumarate reductase iron-sulfur subunit,Acc_IB
KBJAGEOF_03623,CDS,237,frdA,1.3.5.4,,Fumarate reductase flavoprotein subunit,Acc_IB
KBJAGEOF_03624,CDS,795,,,,hypothetical protein,Acc_IB
KBJAGEOF_03625,CDS,735,,,,hypothetical protein,Acc_IB
KBJAGEOF_03626,CDS,201,,,,hypothetical protein,Acc_IB
KBJAGEOF_03627,CDS,309,,,,hypothetical protein,Acc_IB
KBJAGEOF_03628,CDS,3477,,,,hypothetical protein,Acc_IB
KBJAGEOF_03629,CDS,1533,,,,putative protein/MSMEI_1241,Acc_IB
KBJAGEOF_03630,CDS,813,,,,hypothetical protein,Acc_IB
KBJAGEOF_03631,CDS,567,blc,,COG3040,Outer membrane lipoprotein Blc,Acc_IB
KBJAGEOF_03632,CDS,519,,,,hypothetical protein,Acc_IB
KBJAGEOF_03633,CDS,930,,,,hypothetical protein,Acc_IB
KBJAGEOF_03634,CDS,414,,,,hypothetical protein,Acc_IB
KBJAGEOF_03635,CDS,690,,,,hypothetical protein,Acc_IB
KBJAGEOF_03636,CDS,1410,,,,hypothetical protein,Acc_IB
KBJAGEOF_03637,CDS,579,,,,hypothetical protein,Acc_IB
KBJAGEOF_03638,CDS,297,,,,hypothetical protein,Acc_IB
KBJAGEOF_03639,CDS,537,,,,hypothetical protein,Acc_IB
KBJAGEOF_03640,CDS,999,,1.12.99.6,COG1740,Periplasmic [NiFeSe] hydrogenase small subunit,Acc_IB
KBJAGEOF_03641,CDS,1461,hupR1_2,,COG2204,Hydrogenase transcriptional regulatory protein hupR1,Acc_IB
KBJAGEOF_03642,CDS,1776,fmt_1,2.1.2.9,,Methionyl-tRNA formyltransferase,Acc_IB
KBJAGEOF_03643,CDS,1050,hypE,4.2.1.-,,Carbamoyl dehydratase HypE,Acc_IB
KBJAGEOF_03644,CDS,1221,hypD,,COG0409,Hydrogenase maturation factor HypD,Acc_IB
KBJAGEOF_03645,CDS,249,,,,hypothetical protein,Acc_IB
KBJAGEOF_03646,CDS,2304,hypF,6.2.-.-,COG0068,Carbamoyltransferase HypF,Acc_IB
KBJAGEOF_03647,CDS,1050,ureG_1,,,Urease accessory protein UreG,Acc_IB
KBJAGEOF_03648,CDS,333,hybF,,COG0375,Hydrogenase maturation factor HybF,Acc_IB
KBJAGEOF_03649,CDS,1014,,,,hypothetical protein,Acc_IB
KBJAGEOF_03650,CDS,642,ccmA,7.6.2.5,COG4133,Cytochrome c biogenesis ATP-binding export protein CcmA,Acc_IB
KBJAGEOF_03651,CDS,660,ccmB,,COG2386,Heme exporter protein B,Acc_IB
KBJAGEOF_03652,CDS,750,ccmC,,COG0755,Heme exporter protein C,Acc_IB
KBJAGEOF_03653,CDS,240,,,,hypothetical protein,Acc_IB
KBJAGEOF_03654,CDS,480,ccmE,,COG2332,Cytochrome c-type biogenesis protein CcmE,Acc_IB
KBJAGEOF_03655,CDS,2004,ccmF,,COG1138,Cytochrome c-type biogenesis protein CcmF,Acc_IB
KBJAGEOF_03656,CDS,585,dsbE,,COG0526,Thiol:disulfide interchange protein DsbE,Acc_IB
KBJAGEOF_03657,CDS,486,,,,hypothetical protein,Acc_IB
KBJAGEOF_03658,CDS,1215,,,,hypothetical protein,Acc_IB
KBJAGEOF_03659,CDS,606,nirT,,COG3005,Denitrification system component NirT,Acc_IB
KBJAGEOF_03660,CDS,840,,,,Cytochrome c-551,Acc_IB
KBJAGEOF_03661,CDS,1293,pssA,2.7.8.8,COG1502,CDP-diacylglycerol--serine O-phosphatidyltransferase,Acc_IB
KBJAGEOF_03662,CDS,246,,,,hypothetical protein,Acc_IB
KBJAGEOF_03663,CDS,198,,,,hypothetical protein,Acc_IB
KBJAGEOF_03664,CDS,1443,prpD,4.2.1.79,COG2079,2-methylcitrate dehydratase,Acc_IB
KBJAGEOF_03665,CDS,1173,prpC_2,2.3.3.5,COG0372,2-methylcitrate synthase,Acc_IB
KBJAGEOF_03666,CDS,633,rlpA_1,4.2.2.-,,Endolytic peptidoglycan transglycosylase RlpA,Acc_IB
KBJAGEOF_03667,CDS,519,,,,hypothetical protein,Acc_IB
KBJAGEOF_03668,CDS,1002,lipA,2.8.1.8,COG0320,Lipoyl synthase,Acc_IB
KBJAGEOF_03669,CDS,726,lipB,2.3.1.181,COG0321,Octanoyltransferase,Acc_IB
KBJAGEOF_03670,CDS,294,,,,hypothetical protein,Acc_IB
KBJAGEOF_03671,CDS,876,dat,2.6.1.21,,D-alanine aminotransferase,Acc_IB
KBJAGEOF_03672,CDS,1134,dacC,3.4.16.4,COG1686,D-alanyl-D-alanine carboxypeptidase DacC,Acc_IB
KBJAGEOF_03673,CDS,795,,,,hypothetical protein,Acc_IB
KBJAGEOF_03674,CDS,1101,rlpA_2,4.2.2.-,,Endolytic peptidoglycan transglycosylase RlpA,Acc_IB
KBJAGEOF_03675,CDS,1104,mrdB,2.4.1.129,COG0772,Peptidoglycan glycosyltransferase MrdB,Acc_IB
KBJAGEOF_03676,CDS,1896,mrdA,3.4.16.4,COG0768,"Peptidoglycan D,D-transpeptidase MrdA",Acc_IB
KBJAGEOF_03677,CDS,522,,,,hypothetical protein,Acc_IB
KBJAGEOF_03678,CDS,933,mreC,,COG1792,Cell shape-determining protein MreC,Acc_IB
KBJAGEOF_03679,CDS,1044,mreB,,COG1077,Cell shape-determining protein MreB,Acc_IB
KBJAGEOF_03680,CDS,297,gatC,6.3.5.-,COG0721,Glutamyl-tRNA(Gln) amidotransferase subunit C,Acc_IB
KBJAGEOF_03681,CDS,1470,gatA,6.3.5.7,COG0154,Glutamyl-tRNA(Gln) amidotransferase subunit A,Acc_IB
KBJAGEOF_03682,CDS,1455,gatB,6.3.5.-,COG0064,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B,Acc_IB
KBJAGEOF_03683,CDS,630,,,,hypothetical protein,Acc_IB
KBJAGEOF_03684,CDS,648,pyrE,2.4.2.10,COG0461,Orotate phosphoribosyltransferase,Acc_IB
KBJAGEOF_03685,CDS,798,exoA,3.1.11.2,COG0708,Exodeoxyribonuclease,Acc_IB
KBJAGEOF_03686,CDS,324,yqjD,,COG4575,putative protein YqjD,Acc_IB
KBJAGEOF_03687,CDS,417,,,,hypothetical protein,Acc_IB
KBJAGEOF_03688,CDS,330,,,,hypothetical protein,Acc_IB
KBJAGEOF_03689,CDS,732,,,,hypothetical protein,Acc_IB
KBJAGEOF_03690,CDS,1263,ampG,,COG0477,Anhydromuropeptide permease,Acc_IB
KBJAGEOF_03691,CDS,624,metXA,,COG0500,Bifunctional methionine biosynthesis protein MetXA/MetW,Acc_IB
KBJAGEOF_03692,CDS,1128,metXS,2.3.1.46,,Homoserine O-succinyltransferase,Acc_IB
KBJAGEOF_03693,CDS,1743,ptsI_3,2.7.3.9,COG1080,Phosphoenolpyruvate-protein phosphotransferase,Acc_IB
KBJAGEOF_03694,CDS,270,ptsH,,,Phosphocarrier protein HPr,Acc_IB
KBJAGEOF_03695,CDS,390,manX,2.7.1.191,COG2893,PTS system mannose-specific EIIAB component,Acc_IB
KBJAGEOF_03696,CDS,1038,,,,hypothetical protein,Acc_IB
KBJAGEOF_03697,CDS,954,gshB,6.3.2.3,COG0189,Glutathione synthetase,Acc_IB
KBJAGEOF_03698,CDS,1221,,,,hypothetical protein,Acc_IB
KBJAGEOF_03699,CDS,480,,,,hypothetical protein,Acc_IB
KBJAGEOF_03700,CDS,2382,parC,5.6.2.2,COG0188,DNA topoisomerase 4 subunit A,Acc_IB
KBJAGEOF_03701,CDS,1950,parE,5.6.2.2,COG0187,DNA topoisomerase 4 subunit B,Acc_IB
KBJAGEOF_03702,CDS,1077,,,,hypothetical protein,Acc_IB
KBJAGEOF_03703,CDS,558,,,,hypothetical protein,Acc_IB
KBJAGEOF_03704,CDS,561,cobO,2.5.1.-,COG2096,Cobalamin adenosyltransferase,Acc_IB
KBJAGEOF_03705,CDS,798,hyi,5.3.1.22,COG3622,Hydroxypyruvate isomerase,Acc_IB
KBJAGEOF_03706,CDS,1287,ttuD,1.1.1.81,,Putative hydroxypyruvate reductase,Acc_IB
KBJAGEOF_03707,CDS,1752,aceK,2.7.11.5,COG4579,Isocitrate dehydrogenase kinase/phosphatase,Acc_IB
KBJAGEOF_03708,CDS,1230,icd_2,1.1.1.42,COG0538,Isocitrate dehydrogenase [NADP],Acc_IB
KBJAGEOF_03709,CDS,1233,smtB_1,2.8.3.22,COG1804,Succinyl-CoA--L-malate CoA-transferase beta subunit,Acc_IB
KBJAGEOF_03710,CDS,861,,,,hypothetical protein,Acc_IB
KBJAGEOF_03711,CDS,801,cobS,2.7.8.26,COG0368,Adenosylcobinamide-GDP ribazoletransferase,Acc_IB
KBJAGEOF_03712,CDS,591,,,,hypothetical protein,Acc_IB
KBJAGEOF_03713,CDS,915,xerD,,COG4974,Tyrosine recombinase XerD,Acc_IB
KBJAGEOF_03714,CDS,498,ogt,2.1.1.63,,Methylated-DNA--protein-cysteine methyltransferase,Acc_IB
KBJAGEOF_03715,CDS,573,,,,hypothetical protein,Acc_IB
KBJAGEOF_03716,CDS,1257,proA,1.2.1.41,,Gamma-glutamyl phosphate reductase,Acc_IB
KBJAGEOF_03717,CDS,255,,,,hypothetical protein,Acc_IB
KBJAGEOF_03718,CDS,1005,holA,2.7.7.7,COG1466,DNA polymerase III subunit delta,Acc_IB
KBJAGEOF_03719,CDS,612,lptE,,,LPS-assembly lipoprotein LptE,Acc_IB
KBJAGEOF_03720,CDS,2640,leuS,6.1.1.4,,Leucine--tRNA ligase,Acc_IB
KBJAGEOF_03721,CDS,348,,,,hypothetical protein,Acc_IB
KBJAGEOF_03722,CDS,771,atpB_1,,COG0356,ATP synthase subunit a,Acc_IB
KBJAGEOF_03723,CDS,423,,,,hypothetical protein,Acc_IB
KBJAGEOF_03724,CDS,840,parB_1,,COG1475,putative chromosome-partitioning protein ParB,Acc_IB
KBJAGEOF_03725,CDS,804,parA_1,,,Chromosome partitioning protein ParA,Acc_IB
KBJAGEOF_03726,CDS,636,rsmG,2.1.1.170,COG0357,Ribosomal RNA small subunit methyltransferase G,Acc_IB
KBJAGEOF_03727,CDS,1920,mnmG,,COG0445,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG,Acc_IB
KBJAGEOF_03728,CDS,564,ahpC,1.11.1.15,COG0450,Alkyl hydroperoxide reductase C,Acc_IB
KBJAGEOF_03729,CDS,1551,ahpF,1.8.1.-,COG3634,Alkyl hydroperoxide reductase subunit F,Acc_IB
KBJAGEOF_03730,CDS,1722,bepA_5,3.4.-.-,,Beta-barrel assembly-enhancing protease,Acc_IB
KBJAGEOF_03731,CDS,780,yfcA,,COG0730,putative membrane transporter protein YfcA,Acc_IB
KBJAGEOF_03732,CDS,762,tam_2,2.1.1.144,COG4106,Trans-aconitate 2-methyltransferase,Acc_IB
KBJAGEOF_03733,CDS,1071,mnmE,3.6.-.-,COG0486,tRNA modification GTPase MnmE,Acc_IB
KBJAGEOF_03734,CDS,1704,yidC,,COG0706,Membrane protein insertase YidC,Acc_IB
KBJAGEOF_03735,CDS,1407,dnaA,,COG0593,Chromosomal replication initiator protein DnaA,Acc_IB
KBJAGEOF_03736,CDS,1131,dnaN,,COG0592,Beta sliding clamp,Acc_IB
KBJAGEOF_03737,CDS,2469,gyrB,5.6.2.2,COG0187,DNA gyrase subunit B,Acc_IB
KBJAGEOF_03738,CDS,765,,,,hypothetical protein,Acc_IB
KBJAGEOF_03739,CDS,2514,hppA1,7.2.3.-,COG3808,Putative K(+)-stimulated pyrophosphate-energized sodium pump,Acc_IB
