locus_tag,ftype,length_bp,gene,EC_number,COG,product,bin
KBJAGEOF_00976,CDS,915,napH,,COG0348,Ferredoxin-type protein NapH,Acc_IB.tsv
KBJAGEOF_00977,CDS,945,napF,,,Ferredoxin-type protein NapF,Acc_IB.tsv
KBJAGEOF_00978,CDS,2526,napA_1,1.9.6.1,COG0243,Periplasmic nitrate reductase,Acc_IB.tsv
KBJAGEOF_00979,CDS,249,napD,,,Chaperone NapD,Acc_IB.tsv
KBJAGEOF_00980,CDS,1983,srmB_1,3.6.4.13,,ATP-dependent RNA helicase SrmB,Acc_IB.tsv
KBJAGEOF_00981,CDS,810,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00982,CDS,516,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00983,CDS,1044,rep_1,3.6.4.12,,ATP-dependent DNA helicase Rep,Acc_IB.tsv
KBJAGEOF_00984,CDS,411,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00985,CDS,312,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00986,CDS,612,guaB_1,1.1.1.205,COG0516,Inosine-5'-monophosphate dehydrogenase,Acc_IB.tsv
KBJAGEOF_00987,CDS,519,guaB_2,1.1.1.205,COG0516,Inosine-5'-monophosphate dehydrogenase,Acc_IB.tsv
KBJAGEOF_00988,CDS,444,guaB_3,1.1.1.205,COG0516,Inosine-5'-monophosphate dehydrogenase,Acc_IB.tsv
KBJAGEOF_00989,CDS,1011,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00990,CDS,1212,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00991,CDS,411,uspF,,COG0589,Universal stress protein F,Acc_IB.tsv
KBJAGEOF_00992,CDS,2637,acnB,4.2.1.3,COG1049,Aconitate hydratase B,Acc_IB.tsv
KBJAGEOF_00993,CDS,711,trmB,2.1.1.33,,tRNA (guanine-N(7)-)-methyltransferase,Acc_IB.tsv
KBJAGEOF_00994,CDS,984,dusC,1.3.1.-,COG0042,tRNA-dihydrouridine(16) synthase,Acc_IB.tsv
KBJAGEOF_00995,CDS,678,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00996,CDS,3354,,2.7.1.8,,Glucosamine kinase,Acc_IB.tsv
KBJAGEOF_00997,CDS,870,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00998,CDS,546,ymdB,3.1.1.106,COG2110,O-acetyl-ADP-ribose deacetylase,Acc_IB.tsv
KBJAGEOF_00999,CDS,447,glpE_1,2.8.1.1,,Thiosulfate sulfurtransferase GlpE,Acc_IB.tsv
KBJAGEOF_01000,CDS,1926,,1.18.1.2,,Ferredoxin--NADP reductase,Acc_IB.tsv
KBJAGEOF_01001,CDS,1839,korA,1.2.7.3,COG0674,2-oxoglutarate oxidoreductase subunit KorA,Acc_IB.tsv
KBJAGEOF_01002,CDS,1056,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01003,CDS,855,psd,4.1.1.65,COG0688,Phosphatidylserine decarboxylase proenzyme,Acc_IB.tsv
KBJAGEOF_01004,CDS,780,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01005,CDS,1122,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01006,CDS,654,dgk,2.7.1.113,COG1428,Deoxyguanosine kinase,Acc_IB.tsv
KBJAGEOF_01007,CDS,813,panB,2.1.2.11,,3-methyl-2-oxobutanoate hydroxymethyltransferase,Acc_IB.tsv
KBJAGEOF_01008,CDS,846,panC,6.3.2.1,,Pantothenate synthetase,Acc_IB.tsv
KBJAGEOF_01009,CDS,372,panD,4.1.1.11,,Aspartate 1-decarboxylase,Acc_IB.tsv
KBJAGEOF_01010,CDS,1593,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01011,CDS,882,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01012,CDS,1923,uup,,COG0488,ABC transporter ATP-binding protein uup,Acc_IB.tsv
KBJAGEOF_01013,tRNA,73,,,,tRNA-Arg(cct),Acc_IB.tsv
KBJAGEOF_01014,CDS,246,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01015,CDS,144,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01016,CDS,150,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01017,CDS,633,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01018,CDS,342,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01019,CDS,309,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01020,CDS,597,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01021,CDS,699,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01022,CDS,2520,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01023,CDS,903,dmlR_2,,,HTH-type transcriptional regulator DmlR,Acc_IB.tsv
KBJAGEOF_01024,CDS,987,,,,Zinc-type alcohol dehydrogenase-like protein,Acc_IB.tsv
KBJAGEOF_01025,CDS,858,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01026,CDS,1374,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01027,CDS,1443,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01028,CDS,957,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01029,CDS,1311,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01030,CDS,1155,,,,putative HTH-type transcriptional regulator,Acc_IB.tsv
KBJAGEOF_01031,CDS,3270,icmF,,COG1703,Fused isobutyryl-CoA mutase,Acc_IB.tsv
KBJAGEOF_01032,CDS,1302,,2.8.3.-,COG0427,putative butyrate:acetyl-CoA coenzyme A-transferase,Acc_IB.tsv
KBJAGEOF_01033,CDS,519,pal_2,,,Peptidoglycan-associated lipoprotein,Acc_IB.tsv
KBJAGEOF_01034,CDS,441,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01035,CDS,984,capA,,,Capsule biosynthesis protein CapA,Acc_IB.tsv
KBJAGEOF_01036,CDS,849,truC,5.4.99.26,COG0564,tRNA pseudouridine synthase C,Acc_IB.tsv
KBJAGEOF_01037,CDS,483,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01038,CDS,963,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01039,CDS,1311,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01040,CDS,891,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01041,CDS,849,menH_2,4.2.99.20,,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",Acc_IB.tsv
KBJAGEOF_01042,CDS,210,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01043,CDS,363,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01044,CDS,702,ygaZ_1,,COG1296,Inner membrane protein YgaZ,Acc_IB.tsv
KBJAGEOF_01045,CDS,321,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01046,CDS,567,greB,,COG0782,Transcription elongation factor GreB,Acc_IB.tsv
KBJAGEOF_01047,CDS,1923,htpG,,COG0326,Chaperone protein HtpG,Acc_IB.tsv
KBJAGEOF_01048,CDS,501,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01049,CDS,549,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01050,CDS,1794,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01051,CDS,1245,rtcB,6.5.1.-,COG1690,RNA-splicing ligase RtcB,Acc_IB.tsv
KBJAGEOF_01052,CDS,2913,sasA_3,2.7.-.-,,Adaptive-response sensory-kinase SasA,Acc_IB.tsv
KBJAGEOF_01053,CDS,177,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01054,CDS,3915,sasA_4,2.7.-.-,,Adaptive-response sensory-kinase SasA,Acc_IB.tsv
KBJAGEOF_01055,CDS,1539,sasA_5,2.7.-.-,,Adaptive-response sensory-kinase SasA,Acc_IB.tsv
KBJAGEOF_01056,CDS,2475,rssB_1,,,Regulator of RpoS,Acc_IB.tsv
KBJAGEOF_01057,CDS,300,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01058,CDS,1071,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01059,CDS,324,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01060,CDS,981,zraS,2.7.13.3,,Sensor protein ZraS,Acc_IB.tsv
KBJAGEOF_01061,CDS,2271,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01062,CDS,720,cheB_2,3.1.1.61,COG2201,Protein-glutamate methylesterase/protein-glutamine glutaminase,Acc_IB.tsv
KBJAGEOF_01063,CDS,1116,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01064,CDS,666,ompA_3,,,Outer membrane protein A,Acc_IB.tsv
KBJAGEOF_01065,CDS,843,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01066,CDS,6144,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01067,CDS,444,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01068,CDS,1626,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01069,CDS,582,yhbO_1,3.1.2.-,COG0693,Protein/nucleic acid deglycase 2,Acc_IB.tsv
KBJAGEOF_01070,CDS,2718,acn,4.2.1.3,COG1048,Aconitate hydratase A,Acc_IB.tsv
KBJAGEOF_01071,CDS,1188,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01072,CDS,204,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01073,CDS,621,cobB_2,2.3.1.286,COG0846,NAD-dependent protein deacetylase,Acc_IB.tsv
KBJAGEOF_01074,CDS,900,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01075,CDS,1746,kefC_2,,COG0475,Glutathione-regulated potassium-efflux system protein KefC,Acc_IB.tsv
KBJAGEOF_01076,CDS,456,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01077,CDS,486,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01078,CDS,1452,davD_1,1.2.1.-,COG1012,Glutarate-semialdehyde dehydrogenase,Acc_IB.tsv
KBJAGEOF_01079,CDS,579,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01080,CDS,429,rcp1_2,,,Response regulator rcp1,Acc_IB.tsv
KBJAGEOF_01081,CDS,3327,rssB_2,,,Regulator of RpoS,Acc_IB.tsv
KBJAGEOF_01082,CDS,576,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01083,CDS,1368,pcnB,2.7.7.19,COG0617,Poly(A) polymerase I,Acc_IB.tsv
KBJAGEOF_01084,CDS,666,,3.1.3.-,COG0560,putative phosphatase,Acc_IB.tsv
KBJAGEOF_01085,CDS,780,hda,,COG0593,DnaA regulatory inactivator Hda,Acc_IB.tsv
KBJAGEOF_01086,CDS,1038,purM,6.3.3.1,,Phosphoribosylformylglycinamidine cyclo-ligase,Acc_IB.tsv
KBJAGEOF_01087,CDS,336,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01088,CDS,1200,mdtA_2,,,Multidrug resistance protein MdtA,Acc_IB.tsv
KBJAGEOF_01089,CDS,3081,bepE_2,,,Efflux pump membrane transporter BepE,Acc_IB.tsv
KBJAGEOF_01090,CDS,384,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01091,CDS,1719,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01092,CDS,351,erpA,,COG0316,Iron-sulfur cluster insertion protein ErpA,Acc_IB.tsv
KBJAGEOF_01093,CDS,1029,argC,1.2.1.38,,N-acetyl-gamma-glutamyl-phosphate reductase,Acc_IB.tsv
KBJAGEOF_01094,CDS,393,rpsI,,COG0103,30S ribosomal protein S9,Acc_IB.tsv
KBJAGEOF_01095,CDS,429,rplM,,COG0102,50S ribosomal protein L13,Acc_IB.tsv
KBJAGEOF_01096,CDS,420,yhfA,,COG1765,Protein YhfA,Acc_IB.tsv
KBJAGEOF_01097,CDS,624,coq7,1.14.99.60,COG2941,3-demethoxyubiquinol 3-hydroxylase,Acc_IB.tsv
KBJAGEOF_01098,CDS,576,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01099,CDS,546,rppH_2,3.6.1.-,COG0494,RNA pyrophosphohydrolase,Acc_IB.tsv
KBJAGEOF_01100,CDS,1728,proS,6.1.1.15,COG0442,Proline--tRNA ligase,Acc_IB.tsv
KBJAGEOF_01101,CDS,639,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01102,CDS,1356,ffh,,COG0541,Signal recognition particle protein,Acc_IB.tsv
KBJAGEOF_01103,CDS,780,ypjD,,COG4137,Inner membrane protein YpjD,Acc_IB.tsv
KBJAGEOF_01104,CDS,384,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01105,CDS,651,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01106,CDS,480,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01107,CDS,756,yueD,1.1.1.320,,Benzil reductase ((S)-benzoin forming),Acc_IB.tsv
KBJAGEOF_01108,CDS,1833,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01109,CDS,1239,clsB_1,2.7.8.-,,Cardiolipin synthase B,Acc_IB.tsv
KBJAGEOF_01110,CDS,108,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01111,CDS,978,erfK,2.-.-.-,COG1376,"putative L,D-transpeptidase ErfK/SrfK",Acc_IB.tsv
KBJAGEOF_01112,CDS,291,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01113,CDS,519,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01114,CDS,210,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01115,CDS,882,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01116,CDS,1476,bicA,,COG0659,Bicarbonate transporter BicA,Acc_IB.tsv
KBJAGEOF_01117,CDS,378,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01118,CDS,645,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01119,CDS,618,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01120,CDS,636,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01121,CDS,150,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01122,CDS,156,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01123,CDS,531,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01124,CDS,516,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01125,CDS,876,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01126,CDS,417,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01127,CDS,366,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01128,CDS,246,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01129,CDS,348,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01130,CDS,321,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01131,CDS,1017,cdhR,,COG4977,HTH-type transcriptional regulator CdhR,Acc_IB.tsv
KBJAGEOF_01132,CDS,891,eamA,,COG0697,putative amino-acid metabolite efflux pump,Acc_IB.tsv
KBJAGEOF_01133,CDS,285,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01134,CDS,585,yecD,3.-.-.-,COG1335,Isochorismatase family protein YecD,Acc_IB.tsv
KBJAGEOF_01135,CDS,273,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01136,CDS,231,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01137,CDS,3477,mfd,3.6.4.-,COG1197,Transcription-repair-coupling factor,Acc_IB.tsv
KBJAGEOF_01138,CDS,1074,aroF,2.5.1.54,COG0722,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive",Acc_IB.tsv
KBJAGEOF_01139,CDS,1731,,,COG0659,putative sulfate transporter,Acc_IB.tsv
KBJAGEOF_01140,tmRNA,306,ssrA,,,"transfer-messenger RNA, SsrA",Acc_IB.tsv
KBJAGEOF_01141,CDS,111,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01142,CDS,321,fliE,,COG1677,Flagellar hook-basal body complex protein FliE,Acc_IB.tsv
KBJAGEOF_01143,CDS,1377,atoC_1,,COG2204,Regulatory protein AtoC,Acc_IB.tsv
KBJAGEOF_01144,CDS,1236,sasA_6,2.7.-.-,,Adaptive-response sensory-kinase SasA,Acc_IB.tsv
KBJAGEOF_01145,CDS,1740,fliF,,COG1766,Flagellar M-ring protein,Acc_IB.tsv
KBJAGEOF_01146,CDS,999,fliG,,COG1536,Flagellar motor switch protein FliG,Acc_IB.tsv
KBJAGEOF_01147,CDS,789,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01148,CDS,1419,fliI,7.1.2.2,COG1157,Flagellum-specific ATP synthase,Acc_IB.tsv
KBJAGEOF_01149,CDS,450,fliJ,,COG2882,Flagellar FliJ protein,Acc_IB.tsv
KBJAGEOF_01150,CDS,1098,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01151,CDS,555,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01152,CDS,1005,fliM,,COG1868,Flagellar motor switch protein FliM,Acc_IB.tsv
KBJAGEOF_01153,CDS,456,fliN,,COG1886,Flagellar motor switch protein FliN,Acc_IB.tsv
KBJAGEOF_01154,CDS,321,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01155,CDS,762,fliP,,COG1338,Flagellar biosynthetic protein FliP,Acc_IB.tsv
KBJAGEOF_01156,CDS,270,fliQ,,COG1987,Flagellar biosynthetic protein FliQ,Acc_IB.tsv
KBJAGEOF_01157,CDS,780,fliR,,COG1684,Flagellar biosynthetic protein FliR,Acc_IB.tsv
KBJAGEOF_01158,CDS,549,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01159,CDS,1332,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01160,CDS,2046,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01161,CDS,966,flgJ,3.2.1.-,COG1705,Peptidoglycan hydrolase FlgJ,Acc_IB.tsv
KBJAGEOF_01162,CDS,1149,flgI,,,Flagellar P-ring protein,Acc_IB.tsv
KBJAGEOF_01163,CDS,696,flgH,,,Flagellar L-ring protein,Acc_IB.tsv
KBJAGEOF_01164,CDS,783,flgG,,COG4786,Flagellar basal-body rod protein FlgG,Acc_IB.tsv
KBJAGEOF_01165,CDS,750,flgF,,COG4787,Flagellar basal-body rod protein FlgF,Acc_IB.tsv
KBJAGEOF_01166,CDS,1260,flgE,,COG1749,Flagellar hook protein FlgE,Acc_IB.tsv
KBJAGEOF_01167,CDS,684,flgD,,COG1843,Basal-body rod modification protein FlgD,Acc_IB.tsv
KBJAGEOF_01168,CDS,405,flgC,,COG1558,Flagellar basal-body rod protein FlgC,Acc_IB.tsv
KBJAGEOF_01169,CDS,405,flgB,,COG1815,Flagellar basal body rod protein FlgB,Acc_IB.tsv
KBJAGEOF_01170,CDS,708,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01171,CDS,288,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01172,CDS,501,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01173,CDS,870,motB,,COG1360,Motility protein B,Acc_IB.tsv
KBJAGEOF_01174,CDS,741,pomA,,COG1291,Chemotaxis protein PomA,Acc_IB.tsv
KBJAGEOF_01175,CDS,780,fliA,,COG1191,RNA polymerase sigma factor FliA,Acc_IB.tsv
KBJAGEOF_01176,CDS,912,ylxH,,COG0455,Flagellum site-determining protein YlxH,Acc_IB.tsv
KBJAGEOF_01177,CDS,1428,ftsY_1,,,Signal recognition particle receptor FtsY,Acc_IB.tsv
KBJAGEOF_01178,CDS,2091,flhA,,COG1298,Flagellar biosynthesis protein FlhA,Acc_IB.tsv
KBJAGEOF_01179,CDS,1143,flhB,,COG1377,Flagellar biosynthetic protein FlhB,Acc_IB.tsv
KBJAGEOF_01180,CDS,1974,cheA,2.7.13.3,COG0643,Chemotaxis protein CheA,Acc_IB.tsv
KBJAGEOF_01181,CDS,861,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01182,CDS,390,cheY_1,,COG0784,Chemotaxis protein CheY,Acc_IB.tsv
KBJAGEOF_01183,CDS,942,cheV_1,,COG0784,Chemotaxis protein CheV,Acc_IB.tsv
KBJAGEOF_01184,CDS,972,cheV_2,,COG0784,Chemotaxis protein CheV,Acc_IB.tsv
KBJAGEOF_01185,CDS,1698,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01186,CDS,807,cyaA,4.6.1.1,COG2114,Adenylate cyclase 1,Acc_IB.tsv
KBJAGEOF_01187,CDS,531,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01188,CDS,507,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01189,CDS,2859,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01190,CDS,471,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01191,CDS,1197,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01192,CDS,186,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01193,CDS,1488,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01194,CDS,1365,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01195,CDS,498,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01196,CDS,816,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01197,CDS,588,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01198,CDS,258,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01199,CDS,1002,qseF,,COG2204,Transcriptional regulatory protein QseF,Acc_IB.tsv
KBJAGEOF_01200,CDS,660,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01201,CDS,981,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01202,CDS,573,trpG,4.1.3.27,COG0512,Anthranilate synthase component 2,Acc_IB.tsv
KBJAGEOF_01203,CDS,1026,trpD,2.4.2.18,COG0547,Anthranilate phosphoribosyltransferase,Acc_IB.tsv
KBJAGEOF_01204,CDS,600,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01205,CDS,789,trpC,4.1.1.48,,Indole-3-glycerol phosphate synthase,Acc_IB.tsv
KBJAGEOF_01206,CDS,1197,,,,Outer membrane porin protein 32,Acc_IB.tsv
KBJAGEOF_01207,CDS,1209,,,,Outer membrane porin protein 32,Acc_IB.tsv
KBJAGEOF_01208,CDS,270,rpsT,,COG0268,30S ribosomal protein S20,Acc_IB.tsv
KBJAGEOF_01209,CDS,669,pcm_1,2.1.1.77,COG2518,Protein-L-isoaspartate O-methyltransferase,Acc_IB.tsv
KBJAGEOF_01210,CDS,348,glpE_2,2.8.1.1,,Thiosulfate sulfurtransferase GlpE,Acc_IB.tsv
KBJAGEOF_01211,CDS,1344,tolC_2,,COG1538,Outer membrane protein TolC,Acc_IB.tsv
KBJAGEOF_01212,CDS,1290,waaA,2.4.99.12,COG1519,3-deoxy-D-manno-octulosonic acid transferase,Acc_IB.tsv
KBJAGEOF_01213,CDS,954,rfaC,2.-.-.-,COG0859,Lipopolysaccharide heptosyltransferase 1,Acc_IB.tsv
KBJAGEOF_01214,CDS,1422,manC1,2.7.7.13,COG0662,Mannose-1-phosphate guanylyltransferase 1,Acc_IB.tsv
KBJAGEOF_01215,CDS,1068,rfbB,4.2.1.46,COG1088,"dTDP-glucose 4,6-dehydratase",Acc_IB.tsv
KBJAGEOF_01216,CDS,900,rfbD,1.1.1.133,COG1091,dTDP-4-dehydrorhamnose reductase,Acc_IB.tsv
KBJAGEOF_01217,CDS,801,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01218,CDS,780,echA8_1,4.2.1.17,COG1024,putative enoyl-CoA hydratase echA8,Acc_IB.tsv
KBJAGEOF_01219,CDS,696,rspR_2,,COG1802,HTH-type transcriptional repressor RspR,Acc_IB.tsv
KBJAGEOF_01220,CDS,2175,mcm,5.4.99.2,COG1884,Methylmalonyl-CoA mutase,Acc_IB.tsv
KBJAGEOF_01221,CDS,1005,,3.6.-.-,COG1703,putative GTPase,Acc_IB.tsv
KBJAGEOF_01222,CDS,210,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01223,CDS,1989,accA1_1,,COG4770,Acetyl-/propionyl-coenzyme A carboxylase alpha chain,Acc_IB.tsv
KBJAGEOF_01224,CDS,156,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01225,CDS,1029,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01226,CDS,801,mdtN,,COG1566,Multidrug resistance protein MdtN,Acc_IB.tsv
KBJAGEOF_01227,CDS,1566,oprM_2,,COG1538,Outer membrane protein OprM,Acc_IB.tsv
KBJAGEOF_01228,CDS,1155,ydiK_1,,COG0628,Putative transport protein YdiK,Acc_IB.tsv
KBJAGEOF_01229,CDS,513,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01230,CDS,507,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01231,CDS,1398,gadA_1,4.1.1.15,COG0076,Glutamate decarboxylase,Acc_IB.tsv
KBJAGEOF_01232,CDS,2808,polA_1,2.7.7.7,COG0258,DNA polymerase I,Acc_IB.tsv
KBJAGEOF_01233,CDS,360,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01234,CDS,966,thrB,2.7.1.39,COG2334,Homoserine kinase,Acc_IB.tsv
KBJAGEOF_01235,CDS,738,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01236,CDS,783,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01237,CDS,675,nadD,2.7.7.18,COG1057,putative nicotinate-nucleotide adenylyltransferase,Acc_IB.tsv
KBJAGEOF_01238,CDS,384,rsfS,,COG0799,Ribosomal silencing factor RsfS,Acc_IB.tsv
KBJAGEOF_01239,CDS,471,rlmH,2.1.1.177,COG1576,Ribosomal RNA large subunit methyltransferase H,Acc_IB.tsv
KBJAGEOF_01240,CDS,309,,3.6.1.9,,dTTP/UTP pyrophosphatase,Acc_IB.tsv
KBJAGEOF_01241,CDS,201,yhdE,3.6.1.9,COG0424,dTTP/UTP pyrophosphatase,Acc_IB.tsv
KBJAGEOF_01242,CDS,1545,ubiB_1,2.7.-.-,COG0661,putative protein kinase UbiB,Acc_IB.tsv
KBJAGEOF_01243,CDS,1785,argS,6.1.1.19,,Arginine--tRNA ligase,Acc_IB.tsv
KBJAGEOF_01244,CDS,726,ftsN,,,Cell division protein FtsN,Acc_IB.tsv
KBJAGEOF_01245,CDS,648,dsbA,,,Thiol:disulfide interchange protein DsbA,Acc_IB.tsv
KBJAGEOF_01246,CDS,819,,1.-.-.-,COG1028,putative oxidoreductase,Acc_IB.tsv
KBJAGEOF_01247,CDS,726,baiA,1.1.1.392,,3-alpha-hydroxycholanate dehydrogenase (NADP(+)),Acc_IB.tsv
KBJAGEOF_01248,CDS,822,btuF_1,,,Vitamin B12-binding protein,Acc_IB.tsv
KBJAGEOF_01249,CDS,1014,yhbU,3.4.-.-,COG0826,putative protease YhbU,Acc_IB.tsv
KBJAGEOF_01250,CDS,930,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01251,CDS,453,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01252,CDS,639,ytfF,,,Inner membrane protein YtfF,Acc_IB.tsv
KBJAGEOF_01253,CDS,354,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_01254,CDS,387,crcB,,COG0239,Putative fluoride ion transporter CrcB,Acc_IB.tsv
